cohort,head,n_folds,auc_real,auc_shuffled,auc_diff,auc_diff_sd,folds_real_higher,p_paired,ap_real,ap_shuffled,shuffled_auc_min,shuffled_auc_max,n_shuffles
GvHD,y,10,0.7888860380589637,0.4840309011178466,0.3048551369411172,0.04210432407154825,10,2.7461470801473927e-09,0.19072820013444466,0.026413419817925953,0.4584141139500755,0.5019534199463667,5
GvHD,w_class,10,0.6012075060570163,0.6022026627517942,-0.000995156694778032,0.009703789921105044,5,0.7531194261846069,0.5870124141444251,0.5869891808287693,0.6000273086557314,0.6039646168631575,5
