cohort,run_id,outer_fold,condition,shuffle,head,auc,ap,n,n_pos,fit_sec
GvHD,20260828_000654_nogit,6,shuffled,4,w_class,0.6051574176160724,0.5789892891472038,1897,907,120.5
GvHD,20260828_000654_nogit,7,real,-1,y,0.8205548174279562,0.1680745087913346,1944,46,118.1
GvHD,20260828_000654_nogit,7,real,-1,w_class,0.5887554793215171,0.5875243681913225,1944,954,118.1
GvHD,20260828_000654_nogit,7,shuffled,0,y,0.5526641315801532,0.034222587899355145,1944,46,119.4
GvHD,20260828_000654_nogit,7,shuffled,0,w_class,0.5983816148910488,0.5807721390626583,1944,954,119.4
GvHD,20260828_000654_nogit,7,shuffled,1,y,0.5855820772437806,0.04513680984216132,1944,46,119.0
GvHD,20260828_000654_nogit,7,shuffled,1,w_class,0.5930605848844843,0.5854797372641947,1944,954,119.0
GvHD,20260828_000654_nogit,7,shuffled,2,y,0.5574288724973656,0.02745412593108984,1944,46,119.3
GvHD,20260828_000654_nogit,7,shuffled,2,w_class,0.6011180992313068,0.5983712667341223,1944,954,119.3
GvHD,20260828_000654_nogit,7,shuffled,3,y,0.45074907224996563,0.02091474424596493,1944,46,118.6
GvHD,20260828_000654_nogit,7,shuffled,3,w_class,0.6033341803782055,0.5922199196936888,1944,954,118.6
GvHD,20260828_000654_nogit,7,shuffled,4,y,0.4968960461813351,0.024300861603976567,1944,46,120.0
GvHD,20260828_000654_nogit,7,shuffled,4,w_class,0.5889333587446794,0.5803334422854972,1944,954,120.0
GvHD,20260828_000654_nogit,8,real,-1,y,0.7676290463692039,0.21393692331621697,1956,51,118.5
GvHD,20260828_000654_nogit,8,real,-1,w_class,0.6068499642729733,0.584552517245573,1956,953,118.5
GvHD,20260828_000654_nogit,8,shuffled,0,y,0.5261901085893675,0.031101301898308596,1956,51,118.7
GvHD,20260828_000654_nogit,8,shuffled,0,w_class,0.5944710464618735,0.5763108017050338,1956,953,118.7
GvHD,20260828_000654_nogit,8,shuffled,1,y,0.45399619165251404,0.022107381629045048,1956,51,118.9
GvHD,20260828_000654_nogit,8,shuffled,1,w_class,0.591714886819081,0.5790795780798736,1956,953,118.9
GvHD,20260828_000654_nogit,8,shuffled,2,y,0.40403478976892593,0.021559448316162813,1956,51,119.5
GvHD,20260828_000654_nogit,8,shuffled,2,w_class,0.5898809343219031,0.5715270779912844,1956,953,119.5
GvHD,20260828_000654_nogit,8,shuffled,3,y,0.436230765271988,0.02376957589168737,1956,51,119.2
GvHD,20260828_000654_nogit,8,shuffled,3,w_class,0.5985621310256011,0.5825917086512794,1956,953,119.2
GvHD,20260828_000654_nogit,8,shuffled,4,y,0.5434511862487778,0.037535328250006494,1956,51,119.3
GvHD,20260828_000654_nogit,8,shuffled,4,w_class,0.5952284803511815,0.5758614356515508,1956,953,119.3
GvHD,20260828_000654_nogit,9,real,-1,y,0.7439290705800139,0.17615998927702642,1956,48,118.6
