cohort,head,n_folds,auc_real,auc_shuffled,auc_diff,auc_diff_sd,folds_real_higher,p_paired,ap_real,ap_shuffled,shuffled_auc_min,shuffled_auc_max,n_shuffles
IBD,y,10,0.7469610066492116,0.4870978307747268,0.25986317587448476,0.05968789219118408,10,2.3697378823107997e-07,0.25680329161882065,0.05003501662252337,0.4556463438482076,0.52139413882291,5
IBD,w_class,10,0.6046738063964617,0.5993085886221443,0.005365217774317366,0.011861939743340062,7,0.18641280031003696,0.47973507655016057,0.4747166920353433,0.5938907011080603,0.6038774569030709,5
