outer_fold,inner_fold,role,task,task_type,model,n,n_pos,n_neg,auc,ap,brier,y_mean,y_std,r2,mse,rmse,mae
1,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8470123842913715,0.2630708491253182,0.06273977245716793,,,,,,
1,0,train,y,binary,xgb_clf,19829,490.0,19339.0,0.9849719980034002,0.6036227482864946,0.05470763295822716,,,,,,
1,0,val,w_reg,regression,linreg,947,,,,,,0.049081309398099265,0.1647173911983447,-0.01560115036679166,0.027526009289152772,0.16590964194148805,0.08274161394020699
1,0,train,w_reg,regression,linreg,3769,,,,,,0.047747413106924916,0.1585592104917328,0.05417958537916512,0.023772583944884615,0.15418360465654127,0.07824823087255765
1,0,val,w_reg,regression,xgb_reg,947,,,,,,0.049081309398099265,0.1647173911983447,-0.049372464628969936,0.02844131891611793,0.16864554223612888,0.08290044037096062
1,0,train,w_reg,regression,xgb_reg,3769,,,,,,0.047747413106924916,0.1585592104917328,0.7008645907411426,0.007518574898115712,0.08670971628436869,0.04553498242444917
1,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.6863310380777023,0.1481041023719546,0.1317182610482844,,,,,,
1,1,train,y,binary,sparse_logistic,19829,490.0,19339.0,0.9251609573970754,0.25309734164973946,0.11905330333486475,,,,,,
1,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8146887952850573,0.2378465527016982,0.06587504054149544,,,,,,
1,1,train,y,binary,xgb_clf,19829,490.0,19339.0,0.9852797192096756,0.6086366417998036,0.052599705497230836,,,,,,
1,1,val,w_reg,regression,linreg,954,,,,,,0.04748427672955975,0.15392098879406965,-0.01094571822683732,0.02392588728131462,0.1546799511291448,0.08008077475751907
1,1,train,w_reg,regression,linreg,3762,,,,,,0.048149920255183415,0.16127394606899054,0.049698105944401605,0.02471010335673271,0.1571944762284372,0.0795688558807958
1,1,val,w_reg,regression,xgb_reg,954,,,,,,0.04748427672955975,0.15392098879406965,-0.04103633123764028,0.024638036907295418,0.1569650818089661,0.0767636741399631
1,1,train,w_reg,regression,xgb_reg,3762,,,,,,0.048149920255183415,0.16127394606899054,0.7010979538597297,0.007772162193788964,0.08815986725142548,0.04565374325352128
1,2,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7406920168850764,0.17688342659206266,0.1257053603467581,,,,,,
1,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9221660818777501,0.24831993990085802,0.12204647238171976,,,,,,
1,2,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8355519012663808,0.24099273478742214,0.05684506939090147,,,,,,
