outer_fold,inner_fold,role,task,task_type,model,n,n_pos,n_neg,auc,ap,brier,y_mean,y_std,r2,mse,rmse,mae
3,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8179325980268489,0.24137528041287326,0.06548605968788934,,,,,,
3,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9860637809421711,0.6399267587880862,0.0524645750161709,,,,,,
3,4,val,w_reg,regression,linreg,960,,,,,,0.05762500000000001,0.17732629297833696,-0.008126951818744566,0.03166714204267781,0.1779526398867907,0.08903453577767746
3,4,train,w_reg,regression,linreg,3776,,,,,,0.045381355932203396,0.15536963049063585,0.06028076966328355,0.02267855348859106,0.1505940021667233,0.0748289991777698
3,4,val,w_reg,regression,xgb_reg,960,,,,,,0.05762500000000001,0.17732629297833696,-0.05982048645644933,0.03329093208331408,0.18245802827859914,0.08860126587767199
3,4,train,w_reg,regression,xgb_reg,3776,,,,,,0.045381355932203396,0.15536963049063585,0.7190305753037969,0.006780727605572485,0.08234517354145587,0.042387468086310096
4,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7644266567386448,0.2501979396076484,0.1320330977201316,,,,,,
4,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9064851892185565,0.23967582307377036,0.1270164569965699,,,,,,
4,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8768943541675792,0.34482258384100517,0.063132567741261,,,,,,
4,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9817421347241188,0.5781508163772224,0.05802986453183495,,,,,,
4,-1,test,w_reg,regression,linreg,526,,,,,,0.05064638783269962,0.15967335841312852,-0.03347932711515944,0.026299062843136965,0.1621698579981402,0.08219309244758162
4,-1,train,w_reg,regression,linreg,4724,,,,,,0.04754445385266723,0.16061331455499553,0.05101818838151473,0.024475356972602457,0.15644601935684543,0.0782154725755389
4,-1,test,w_reg,regression,xgb_reg,526,,,,,,0.05064638783269962,0.15967335841312852,-0.033402628015486435,0.026297111072657,0.16216384021309127,0.08032964634209094
4,-1,train,w_reg,regression,xgb_reg,4724,,,,,,0.04754445385266723,0.16061331455499553,0.6484582314960079,0.009066675640749006,0.0952190928372509,0.04881065003741041
4,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7147190623922786,0.12970797266674064,0.1268437751311861,,,,,,
4,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9228352972039553,0.26265404115761964,0.12037713266276352,,,,,,
4,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.7915907887103689,0.19086352095629702,0.061163380749808365,,,,,,
4,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9872976517487484,0.6371750693036438,0.048931219447867734,,,,,,
4,0,val,w_reg,regression,linreg,935,,,,,,0.04744385026737968,0.16035890822010795,-0.02359910594080894,0.026293678279938937,0.16215325553296467,0.07993241416308333
4,0,train,w_reg,regression,linreg,3789,,,,,,0.04756927949326999,0.1606971620609353,0.06345096161074504,0.024178664081743635,0.15549490050076767,0.07787466873164839
4,0,val,w_reg,regression,xgb_reg,935,,,,,,0.04744385026737968,0.16035890822010795,-0.07409031194575832,0.027590669962478595,0.16610439477171757,0.07978828521814685
4,0,train,w_reg,regression,xgb_reg,3789,,,,,,0.04756927949326999,0.1606971620609353,0.7089541820085214,0.007513860755988999,0.08668252855096578,0.04476860638885979
4,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7417013477270243,0.18341212662605105,0.13595060877250761,,,,,,
4,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9166019953348179,0.22969711341199078,0.12479785292567822,,,,,,
4,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8495338024734953,0.33335131151366354,0.06629739479712188,,,,,,
4,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9848721740277896,0.6143661906762486,0.05329925444662492,,,,,,
4,1,val,w_reg,regression,linreg,940,,,,,,0.04870212765957447,0.16146169585599887,-0.04315314984017293,0.027165945913543443,0.16482095107583697,0.08336990697119147
4,1,train,w_reg,regression,linreg,3784,,,,,,0.04725687103594081,0.1604219969594972,0.06734825113987508,0.023995652221513463,0.1549053008179948,0.07699516446538365
4,1,val,w_reg,regression,xgb_reg,940,,,,,,0.04870212765957447,0.16146169585599887,-0.05787097778320338,0.027549229727551448,0.1659796063603943,0.08114529593928346
4,1,train,w_reg,regression,xgb_reg,3784,,,,,,0.04725687103594081,0.1604219969594972,0.7087834550917792,0.007492540427130474,0.08655946180014334,0.04469980817280311
4,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7424134654997016,0.2198346398341873,0.1317431037063651,,,,,,
4,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.914069782271486,0.23335874398953763,0.12467719056256149,,,,,,
4,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8530969135958164,0.2566906264304163,0.06115845271238011,,,,,,
4,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9856759801458572,0.6429623445384137,0.0523232205916251,,,,,,
4,2,val,w_reg,regression,linreg,907,,,,,,0.04416758544652701,0.1538320180096265,-0.04175265446649146,0.024625156594122465,0.15692404721432107,0.07884806874354987
4,2,train,w_reg,regression,linreg,3817,,,,,,0.04834686926905948,0.16219219254679373,0.05820801259448971,0.024768578737458084,0.15738036325240223,0.0794137194729465
4,2,val,w_reg,regression,xgb_reg,907,,,,,,0.04416758544652701,0.1538320180096265,-0.08919822757570084,0.025746684494726193,0.1604577342938825,0.07826078236490874
4,2,train,w_reg,regression,xgb_reg,3817,,,,,,0.04834686926905948,0.16219219254679373,0.6983195406128755,0.00793401973239043,0.08907311453177345,0.046070022752926834
4,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7217632698730228,0.1876613051974272,0.1293458845046646,,,,,,
4,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9171632095218516,0.2388798034646149,0.12476369347334419,,,,,,
4,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8140547917337719,0.254591682012618,0.062164421920475076,,,,,,
4,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9854364595406645,0.6227319127622534,0.053954324250702006,,,,,,
4,3,val,w_reg,regression,linreg,954,,,,,,0.042683438155136276,0.15024125543803157,-0.03075836084907757,0.023242337329906042,0.15245437786402213,0.0783751257983831
4,3,train,w_reg,regression,linreg,3770,,,,,,0.04877453580901857,0.163129498597482,0.06186292493894363,0.02495836257188579,0.15798215903033416,0.08003155276689194
4,3,val,w_reg,regression,xgb_reg,954,,,,,,0.042683438155136276,0.15024125543803157,-0.09960571348692215,0.024794760725202737,0.15746352188746046,0.07746826033009277
4,3,train,w_reg,regression,xgb_reg,3770,,,,,,0.04877453580901857,0.163129498597482,0.6992320133797519,0.008001684039185523,0.08945213266985602,0.04662298180232656
4,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.6823003387253568,0.13377219931028123,0.1362976684273055,,,,,,
4,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9245614968081096,0.2567276827123326,0.1193786498827528,,,,,,
4,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8177164798127089,0.23601092288911607,0.06596507469937896,,,,,,
4,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9864979138452854,0.6361116756220909,0.05158386682617807,,,,,,
4,4,val,w_reg,regression,linreg,988,,,,,,0.05433198380566802,0.17523774300870212,0.027531848717377905,0.029832585707639782,0.1727211211972635,0.08522586133127451
4,4,train,w_reg,regression,linreg,3736,,,,,,0.04574946466809422,0.15649345419068691,0.04538078254116129,0.02337255899602849,0.15288086536917722,0.07570011698072517
4,4,val,w_reg,regression,xgb_reg,988,,,,,,0.05433198380566802,0.17523774300870212,-0.013271149685499584,0.031084306851799665,0.17630742143142944,0.08575041845279202
4,4,train,w_reg,regression,xgb_reg,3736,,,,,,0.04574946466809422,0.15649345419068691,0.6889759413421752,0.0076150029532353085,0.08726398428467101,0.044140369714610495
5,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7430795847750865,0.22889787370795953,0.12968012464794607,,,,,,
5,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9079544165279465,0.24129551243568012,0.12702369853073012,,,,,,
5,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8520761245674741,0.29866913774867027,0.06115764994512539,,,,,,
5,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9822359082859906,0.5876555619483451,0.05863505489293392,,,,,,
5,-1,test,w_reg,regression,linreg,528,,,,,,0.04496212121212122,0.16080088481933108,0.030395915033138987,0.025023496760721364,0.15818816883926992,0.07993523687448804
5,-1,train,w_reg,regression,linreg,4722,,,,,,0.048178737822956376,0.16048785581162062,0.04845511905145672,0.02450313452472541,0.15653477097669197,0.07819420794863688
5,-1,test,w_reg,regression,xgb_reg,528,,,,,,0.04496212121212122,0.16080088481933108,0.002012478310086885,0.025756015164789047,0.16048680682470148,0.07871817910186082
5,-1,train,w_reg,regression,xgb_reg,4722,,,,,,0.048178737822956376,0.16048785581162062,0.6335808013850526,0.009435623159628623,0.09713713584221342,0.0498767458528603
5,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.735355344246307,0.17942644495849058,0.12991344599904073,,,,,,
5,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9180505313650782,0.2492289463399129,0.12339105904549526,,,,,,
5,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8059701868993872,0.2423822299474205,0.06752640450756393,,,,,,
5,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9852067027056857,0.6207643490614396,0.0547404998583258,,,,,,
5,0,val,w_reg,regression,linreg,906,,,,,,0.0606401766004415,0.18759079922298416,-0.012037274825887012,0.03557459441705,0.18861228596528382,0.09006047132015885
5,0,train,w_reg,regression,linreg,3816,,,,,,0.04522012578616352,0.15323032380968313,0.0538763219504409,0.022208719881602345,0.1490259033913311,0.07387074835930386
5,0,val,w_reg,regression,xgb_reg,906,,,,,,0.0606401766004415,0.18759079922298416,-0.05728926846831062,0.037165268358055885,0.19278295660679107,0.09160221359158559
5,0,train,w_reg,regression,xgb_reg,3816,,,,,,0.04522012578616352,0.15323032380968313,0.7004368373343703,0.007031759716872194,0.08385558846536224,0.04323492043387223
5,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7137244516188699,0.18430927787011672,0.13271288253409963,,,,,,
5,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9189838732217929,0.24057129492376003,0.12319730553105884,,,,,,
5,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8493009138984875,0.2551265167551297,0.06417717971740024,,,,,,
5,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9853307094798782,0.6196563494208671,0.054050458797682666,,,,,,
5,1,val,w_reg,regression,linreg,962,,,,,,0.05070686070686071,0.16686283079978453,0.002899141611696132,0.027733623780476724,0.16653415199434837,0.08181997091592659
5,1,train,w_reg,regression,linreg,3760,,,,,,0.04753191489361703,0.15883211045328197,0.04998183720297866,0.023960341423507458,0.15479128342225043,0.07780642613505033
5,1,val,w_reg,regression,xgb_reg,962,,,,,,0.05070686070686071,0.16686283079978453,-0.02208359004899485,0.028428500005943165,0.1686075324709521,0.08281202268547892
5,1,train,w_reg,regression,xgb_reg,3760,,,,,,0.04753191489361703,0.15883211045328197,0.6902644901587365,0.007811817560341171,0.08838448710232566,0.04587941417869451
5,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7062980805609504,0.20966540038779063,0.13134776481595767,,,,,,
5,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9229579875580396,0.23592397670367837,0.12203219303002406,,,,,,
5,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8231837633784816,0.27952557775358894,0.06293577421547317,,,,,,
5,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9868574935213701,0.6241793117690579,0.05070146237055757,,,,,,
5,2,val,w_reg,regression,linreg,963,,,,,,0.041121495327102804,0.1435037823034348,-0.08976234116476411,0.022418537452453965,0.14972821194569166,0.08045943903635223
5,2,train,w_reg,regression,linreg,3759,,,,,,0.049986698590050546,0.1645261062306956,0.0503536911659922,0.025698985166444543,0.16030903020867085,0.08276099918655462
5,2,val,w_reg,regression,xgb_reg,963,,,,,,0.041121495327102804,0.1435037823034348,-0.1933954771950872,0.024550473245837923,0.1566859063407999,0.07994411518160621
5,2,train,w_reg,regression,xgb_reg,3759,,,,,,0.049986698590050546,0.1645261062306956,0.7094294760354783,0.007863314494781561,0.08867533194063364,0.04656872040670615
5,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7063937816807093,0.13040987508788682,0.1300388285997334,,,,,,
5,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9238804374832102,0.2606141561151776,0.11882069591933894,,,,,,
5,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8191491345550714,0.17988618662287031,0.06477118693689622,,,,,,
5,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9850586791844441,0.6122314173311216,0.053148756173805364,,,,,,
5,3,val,w_reg,regression,linreg,912,,,,,,0.03721491228070175,0.12942720163787932,-0.04531060105305329,0.01749121653187968,0.13225436299751958,0.07386081569419618
5,3,train,w_reg,regression,linreg,3810,,,,,,0.05080314960629921,0.1669765283796508,0.05208264232004667,0.026422099737356913,0.16254876110680425,0.08313075330771331
5,3,val,w_reg,regression,xgb_reg,912,,,,,,0.03721491228070175,0.12942720163787932,-0.0904139877762129,0.01824593297950887,0.13507750730417284,0.07071756799295065
5,3,train,w_reg,regression,xgb_reg,3810,,,,,,0.05080314960629921,0.1669765283796508,0.6845883407322702,0.008791735114856876,0.0937642528624682,0.0492774700290997
5,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.7315963147219391,0.19524028755765388,0.1345635250335963,,,,,,
5,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9167169337632715,0.23620325568928757,0.125672442404294,,,,,,
5,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.852857974173453,0.2797413821037098,0.0630765102372654,,,,,,
5,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.985757123570705,0.6267126640639785,0.05342172704085055,,,,,,
5,4,val,w_reg,regression,linreg,979,,,,,,0.051317671092951996,0.16800830210123172,0.005400329729184916,0.028045679040601557,0.16746844192444604,0.08301788750834253
5,4,train,w_reg,regression,linreg,3743,,,,,,0.047357734437616886,0.1584749675427548,0.05127801160156664,0.023820137567759414,0.15433773863757178,0.07657612783708437
5,4,val,w_reg,regression,xgb_reg,979,,,,,,0.051317671092951996,0.16800830210123172,-0.07222691481049415,0.03023460876804992,0.173881018998768,0.08509741573253009
5,4,train,w_reg,regression,xgb_reg,3743,,,,,,0.047357734437616886,0.1584749675427548,0.6836980262055603,0.007941585228204066,0.08911557231036597,0.04564041082595261
6,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7093069729753405,0.1763831984963521,0.12982907878729602,,,,,,
6,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9114895899947961,0.2550059734800054,0.12427132891054053,,,,,,
6,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8346628487582675,0.24003021390017953,0.06503526294859038,,,,,,
6,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9836397168303954,0.6123054090238281,0.05554365848621646,,,,,,
6,-1,test,w_reg,regression,linreg,531,,,,,,0.052919020715630885,0.1713948080381533,-0.033412396116325294,0.03030053796606093,0.1740704971155679,0.08488081542743466
6,-1,train,w_reg,regression,linreg,4719,,,,,,0.04728544183089638,0.15924440499903264,0.054066393101331434,0.0239826395055429,0.15486329295718498,0.07775341326581216
6,-1,test,w_reg,regression,xgb_reg,531,,,,,,0.052919020715630885,0.1713948080381533,-0.08689891418180462,0.031868808559104046,0.17851837036872156,0.08400882430902465
6,-1,train,w_reg,regression,xgb_reg,4719,,,,,,0.04728544183089638,0.15924440499903264,0.6660462145795647,0.008466866161472249,0.09201557564604075,0.04736163635685382
6,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7753735045106398,0.2159242384157605,0.13049214790434002,,,,,,
6,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9154513915034455,0.24368874655702502,0.12495878858162332,,,,,,
6,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8735162811814261,0.3068803747199505,0.06179739597274888,,,,,,
6,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9862268229759329,0.6287074030176217,0.05168607395272082,,,,,,
6,0,val,w_reg,regression,linreg,923,,,,,,0.0523726977248104,0.16063561313800917,-0.024092692831350515,0.026396853247845808,0.16247108434378657,0.08308571209426754
6,0,train,w_reg,regression,linreg,3796,,,,,,0.04604847207586934,0.158900974359737,0.06567654038451642,0.023585003798069416,0.15357409872133196,0.07576418803720189
6,0,val,w_reg,regression,xgb_reg,923,,,,,,0.0523726977248104,0.16063561313800917,-0.09541955241242861,0.02823536323641526,0.1680338157527087,0.08496736949248977
6,0,train,w_reg,regression,xgb_reg,3796,,,,,,0.04604847207586934,0.158900974359737,0.719728615661441,0.007074853570342207,0.08411214876783381,0.0431641640306835
6,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7238437544665002,0.18633936194554457,0.13294299897635445,,,,,,
6,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9234923488083607,0.25762615086940505,0.12016812225236527,,,,,,
6,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8297819927527093,0.26492317385318837,0.06341360655314447,,,,,,
6,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9868555978764143,0.6313839181233925,0.050775884590011665,,,,,,
6,1,val,w_reg,regression,linreg,957,,,,,,0.056635318704284225,0.1835652430565146,-0.01475643389260406,0.03415770436709711,0.18481803041666986,0.08801160185524849
6,1,train,w_reg,regression,linreg,3762,,,,,,0.04490696438064859,0.15237568973079046,0.05825605005964196,0.02185992914807901,0.14785103702064117,0.07346131639207522
6,1,val,w_reg,regression,xgb_reg,957,,,,,,0.056635318704284225,0.1835652430565146,-0.07345814644471127,0.03613366202178827,0.1900885636270322,0.08955657015113579
6,1,train,w_reg,regression,xgb_reg,3762,,,,,,0.04490696438064859,0.15237568973079046,0.7222537045777775,0.006447096728846227,0.0802938150099136,0.04127020202357242
6,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.6975584533508209,0.15916030964238026,0.12074787443676643,,,,,,
6,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.925012445435703,0.2722787337922228,0.11853577259129178,,,,,,
6,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8334569240211533,0.23450892098375148,0.057998922993301054,,,,,,
6,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9862543098277922,0.6570352079993791,0.05070845424483244,,,,,,
6,2,val,w_reg,regression,linreg,972,,,,,,0.040740740740740744,0.1499806601561413,-0.024308108938310147,0.023017285124502105,0.15171448554604833,0.07962596080239111
6,2,train,w_reg,regression,linreg,3747,,,,,,0.04898318654923939,0.1615366231029704,0.05231951286791414,0.024722251377615977,0.15723311158154943,0.08102970467713838
6,2,val,w_reg,regression,xgb_reg,972,,,,,,0.040740740740740744,0.1499806601561413,-0.004593949729678082,0.022574287144172495,0.15024741975878486,0.07523263610836568
6,2,train,w_reg,regression,xgb_reg,3747,,,,,,0.04898318654923939,0.1615366231029704,0.7103547039847187,0.007556010612926901,0.08692531629466126,0.046017901516747575
6,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7327877328902979,0.19487941364182007,0.13622090800519804,,,,,,
6,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9250405263890272,0.2580597635728529,0.11939911417542144,,,,,,
6,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8219446657738145,0.2437637364282467,0.06547720317820856,,,,,,
6,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9869687059764233,0.6439293958335572,0.0490649784523558,,,,,,
6,3,val,w_reg,regression,linreg,913,,,,,,0.046440306681270534,0.1585644584905365,-0.03524754397990759,0.026000396273259424,0.1612463837525029,0.0820400579117018
6,3,train,w_reg,regression,linreg,3806,,,,,,0.04748817656332108,0.15942718337350367,0.05238950071453474,0.02407911317274941,0.1551744604396916,0.07989349568856825
6,3,val,w_reg,regression,xgb_reg,913,,,,,,0.046440306681270534,0.1585644584905365,-0.06325085084702531,0.02670370349648417,0.1634126785059353,0.07918190822512118
6,3,train,w_reg,regression,xgb_reg,3806,,,,,,0.04748817656332108,0.15942718337350367,0.7181981497769141,0.0071606832648312985,0.08462082051617852,0.044171963920812615
6,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.7037179060247367,0.1577720429361967,0.1260362849607283,,,,,,
6,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9268382592981843,0.2652765795284346,0.1164576390731931,,,,,,
6,4,val,y,binary,xgb_clf,4957,123.0,4834.0,0.8076598349765044,0.2238959833716734,0.0628562426612155,,,,,,
6,4,train,y,binary,xgb_clf,19831,491.0,19340.0,0.9873709711729434,0.6611562215128155,0.04984765531298691,,,,,,
6,4,val,w_reg,regression,linreg,954,,,,,,0.040461215932914046,0.13997375359201264,-0.02926880101878715,0.020144966643551223,0.14193296531655789,0.07524646623790325
6,4,train,w_reg,regression,linreg,3765,,,,,,0.049014608233731743,0.16373954542037347,0.05805819652651989,0.025247353815793433,0.15889415916198252,0.0805925380943385
6,4,val,w_reg,regression,xgb_reg,954,,,,,,0.040461215932914046,0.13997375359201264,-0.15146398782106485,0.022536584809474295,0.1501218998330167,0.07644326406907555
6,4,train,w_reg,regression,xgb_reg,3765,,,,,,0.049014608233731743,0.16373954542037347,0.7163635495192695,0.007602454625047749,0.08719205597442779,0.04529548672697251
7,-1,test,y,binary,sparse_logistic,2754,68.0,2686.0,0.7577361920196225,0.24840710050006598,0.1331132713226345,,,,,,
7,-1,train,y,binary,sparse_logistic,24788,614.0,24174.0,0.9086986476169379,0.25266300024384314,0.12632165643163182,,,,,,
7,-1,test,y,binary,xgb_clf,2754,68.0,2686.0,0.8493878936533661,0.3430944466264873,0.06422667611052336,,,,,,
7,-1,train,y,binary,xgb_clf,24788,614.0,24174.0,0.9825333581803369,0.5765568366688915,0.05764360555457455,,,,,,
7,-1,test,w_reg,regression,linreg,538,,,,,,0.04368029739776952,0.1519060341913629,0.004932099355111297,0.022918953230151036,0.15139006978712652,0.07695350542041336
7,-1,train,w_reg,regression,linreg,4712,,,,,,0.048331918505942276,0.16146832681526316,0.04568206243667794,0.02487571654585364,0.15772037454258608,0.07898638622000409
7,-1,test,w_reg,regression,xgb_reg,538,,,,,,0.04368029739776952,0.1519060341913629,0.008522505266572833,0.0228362570190596,0.15111670000056115,0.07420842689788315
7,-1,train,w_reg,regression,xgb_reg,4712,,,,,,0.048331918505942276,0.16146832681526316,0.6376526218955939,0.009445123385056748,0.09718602463861123,0.049645678648528715
7,0,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.6983546464213349,0.1986641009639607,0.13200115663867082,,,,,,
7,0,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9265997848021722,0.2629352097774678,0.11767966661133515,,,,,,
7,0,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8226482037312618,0.2742785376669392,0.06312879837477638,,,,,,
7,0,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9868929842074872,0.6452403953886965,0.05002707945945605,,,,,,
7,0,val,w_reg,regression,linreg,936,,,,,,0.047371794871794874,0.15704195636591795,-0.13036872957162848,0.027847569124159685,0.16687590935830038,0.09617734975786482
7,0,train,w_reg,regression,linreg,3776,,,,,,0.04856991525423728,0.16256640215789472,-0.034219616920678986,0.027324947107503897,0.16530259256135063,0.09325382191914734
7,0,val,w_reg,regression,xgb_reg,936,,,,,,0.047371794871794874,0.15704195636591795,-0.06591616079690765,0.026259726752702824,0.1620485320905525,0.08108715522078198
7,0,train,w_reg,regression,xgb_reg,3776,,,,,,0.04856991525423728,0.16256640215789472,0.6923086560621212,0.008129462602510434,0.09016353255341338,0.04610944361845814
7,1,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.7730076256295138,0.22122580297639216,0.13006814794988383,,,,,,
7,1,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9132484414375771,0.24612370128451333,0.1263291709232268,,,,,,
7,1,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8797462607511288,0.3165417486315839,0.0611693292655566,,,,,,
7,1,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9856642903352962,0.6279783558131632,0.05442670935886961,,,,,,
7,1,val,w_reg,regression,linreg,923,,,,,,0.055752979414951255,0.17662094563620087,0.0021183236171323783,0.031095151659213685,0.17633817414052377,0.08529791936270271
7,1,train,w_reg,regression,linreg,3789,,,,,,0.04652414885193983,0.1575286995862727,0.0453025828998429,0.023684841808717664,0.15389880379235463,0.07613752887113077
7,1,val,w_reg,regression,xgb_reg,923,,,,,,0.055752979414951255,0.17662094563620087,-0.04917690421742349,0.032693570516538664,0.1808136347639156,0.08644727317942634
7,1,train,w_reg,regression,xgb_reg,3789,,,,,,0.04652414885193983,0.1575286995862727,0.7092133791408709,0.007214050223430629,0.084935565126928,0.04424566666607566
7,2,val,y,binary,sparse_logistic,4958,123.0,4835.0,0.696718541125432,0.1521267259612226,0.1321766755224267,,,,,,
7,2,train,y,binary,sparse_logistic,19830,491.0,19339.0,0.9208710404321061,0.2620236079391337,0.12326027285181543,,,,,,
7,2,val,y,binary,xgb_clf,4958,123.0,4835.0,0.8164173834085807,0.22615098446153628,0.06623100899525983,,,,,,
7,2,train,y,binary,xgb_clf,19830,491.0,19339.0,0.9870779675610917,0.6360385395823039,0.052018272380512265,,,,,,
7,2,val,w_reg,regression,linreg,963,,,,,,0.0508411214953271,0.1676436259876643,-0.016665247018474272,0.02854308129551299,0.16894697776377354,0.08360508273478486
7,2,train,w_reg,regression,linreg,3749,,,,,,0.04768738330221393,0.15986023913017666,0.04058882484663784,0.02451149673221838,0.15656147908160034,0.07934898464802617
7,2,val,w_reg,regression,xgb_reg,963,,,,,,0.0508411214953271,0.1676436259876643,-0.04555739379561774,0.029354234127460743,0.17133077402340988,0.08373705251685927
7,2,train,w_reg,regression,xgb_reg,3749,,,,,,0.04768738330221393,0.15986023913017666,0.6851448510579271,0.008044070315505858,0.08968874129736606,0.04644179044643919
7,3,val,y,binary,sparse_logistic,4957,122.0,4835.0,0.7214131927373828,0.18712475050965702,0.1315719845476053,,,,,,
7,3,train,y,binary,sparse_logistic,19831,492.0,19339.0,0.9212032364777861,0.24865366192382288,0.12208124529488858,,,,,,
7,3,val,y,binary,xgb_clf,4957,122.0,4835.0,0.8354840897146829,0.2751808770468306,0.06510109056469238,,,,,,
7,3,train,y,binary,xgb_clf,19831,492.0,19339.0,0.9851342983154222,0.6125666487229571,0.054785290749282206,,,,,,
7,3,val,w_reg,regression,linreg,898,,,,,,0.043630289532293996,0.14902344789473765,-0.05201363070808207,0.02333708928825506,0.15276481691886734,0.0803171643826339
7,3,train,w_reg,regression,linreg,3814,,,,,,0.049438909281594126,0.16426025615107362,0.05995369381937232,0.025357145070529913,0.15923926987564943,0.08002538601203182
7,3,val,w_reg,regression,xgb_reg,898,,,,,,0.043630289532293996,0.14902344789473765,-0.17172757550293283,0.02599273455479619,0.1612226242026726,0.08443131753698796
7,3,train,w_reg,regression,xgb_reg,3814,,,,,,0.049438909281594126,0.16426025615107362,0.6863103622656086,0.008461576412624659,0.0919868273864506,0.047312528844151706
7,4,val,y,binary,sparse_logistic,4957,123.0,4834.0,0.723961539367152,0.1920266097172528,0.12824441602577782,,,,,,
7,4,train,y,binary,sparse_logistic,19831,491.0,19340.0,0.9191817766329611,0.2610630652882282,0.12139093439845255,,,,,,
