outer_fold,inner_fold,role,task,model,cutoff,tp,fp,tn,fn,precision,recall,f1,tpr,fpr,accuracy
0,-1,test,y,sparse_logistic,0.14,59,1443,1243,10,0.039280958721704395,0.855072463768116,0.07511139401654997,0.855072463768116,0.5372300819061802,0.4725952813067151
0,-1,test,y,sparse_logistic,0.15000000000000002,59,1384,1302,10,0.040887040887040885,0.855072463768116,0.07804232804232804,0.855072463768116,0.5152643335815339,0.494010889292196
0,-1,test,y,sparse_logistic,0.16,57,1332,1354,12,0.04103671706263499,0.8260869565217391,0.07818930041152264,0.8260869565217391,0.4959046909903202,0.5121597096188748
0,-1,test,y,sparse_logistic,0.17,55,1280,1406,14,0.04119850187265917,0.7971014492753623,0.07834757834757834,0.7971014492753623,0.4765450483991065,0.5303085299455536
0,-1,test,y,sparse_logistic,0.18000000000000002,53,1233,1453,16,0.04121306376360809,0.7681159420289855,0.07822878228782287,0.7681159420289855,0.4590469099032018,0.5466424682395644
0,-1,test,y,sparse_logistic,0.19,52,1182,1504,17,0.04213938411669368,0.7536231884057971,0.07981580966999233,0.7536231884057971,0.4400595681310499,0.5647912885662432
0,-1,test,y,sparse_logistic,0.2,51,1129,1557,18,0.043220338983050846,0.7391304347826086,0.08166533226581264,0.7391304347826086,0.4203276247207744,0.5836660617059891
0,-1,test,y,sparse_logistic,0.21000000000000002,49,1086,1600,20,0.04317180616740088,0.7101449275362319,0.0813953488372093,0.7101449275362319,0.4043186895011169,0.5985480943738657
0,-1,test,y,sparse_logistic,0.22,49,1046,1640,20,0.04474885844748858,0.7101449275362319,0.08419243986254296,0.7101449275362319,0.38942665673864485,0.6130671506352087
0,-1,test,y,sparse_logistic,0.23,48,995,1691,21,0.046021093000958774,0.6956521739130435,0.08633093525179855,0.6956521739130435,0.3704393149664929,0.6312159709618875
0,-1,test,y,sparse_logistic,0.24000000000000002,48,968,1718,21,0.047244094488188976,0.6956521739130435,0.08847926267281106,0.6956521739130435,0.3603871928518243,0.641016333938294
0,-1,test,y,sparse_logistic,0.25,48,953,1733,21,0.04795204795204795,0.6956521739130435,0.0897196261682243,0.6956521739130435,0.35480268056589725,0.6464609800362976
