cohort,head,n_folds,auc_real,auc_shuffled,auc_diff,auc_diff_sd,folds_real_higher,p_paired,ap_real,ap_shuffled,shuffled_auc_min,shuffled_auc_max,n_shuffles
CRC,y,10,0.7753743216991891,0.47592702770585626,0.29944729399333275,0.04423357539061423,10,4.979645699635062e-09,0.25270149079176873,0.04180006772333466,0.44293925272340406,0.4939194514988019,5
CRC,w_class,10,0.5863870231767865,0.5795415265704393,0.006845496606347168,0.013739990465521046,8,0.149594330377949,0.5008194693278278,0.49605378233860487,0.5761328843130074,0.5857525119618526,5
