cohort,run_id,outer_fold,condition,shuffle,head,auc,ap,n,n_pos,fit_sec
GvHD,20260916_152830,4,shuffled,2,y,0.4353704705246079,0.024469698153612312,1935,43,68.2
GvHD,20260916_152830,4,shuffled,2,w_class,0.6121648946857672,0.5883859350437786,1935,948,68.2
GvHD,20260916_152830,4,shuffled,3,y,0.45118983234180643,0.02033459711022565,1935,43,65.9
GvHD,20260916_152830,4,shuffled,3,w_class,0.6089009443439823,0.5984240990518221,1935,948,65.9
GvHD,20260916_152830,4,shuffled,4,y,0.5334333054722454,0.028663169116465877,1935,43,67.6
GvHD,20260916_152830,4,shuffled,4,w_class,0.6088090321863552,0.5878804868817228,1935,948,67.6
GvHD,20260916_152830,5,real,-1,y,0.7652780001372275,0.22909983677456977,1947,46,66.7
GvHD,20260916_152830,5,real,-1,w_class,0.5892477091339048,0.5745690090165753,1947,952,66.7
GvHD,20260916_152830,5,shuffled,0,y,0.5125620382864854,0.025095592981269014,1947,46,66.5
GvHD,20260916_152830,5,shuffled,0,w_class,0.5869790127106119,0.5807732239495945,1947,952,66.5
GvHD,20260916_152830,5,shuffled,1,y,0.5579900738741622,0.03185392681625711,1947,46,66.3
GvHD,20260916_152830,5,shuffled,1,w_class,0.5986043663696634,0.5819925284816307,1947,952,66.3
GvHD,20260916_152830,5,shuffled,2,y,0.5582187864510669,0.0490299514180995,1947,46,66.2
GvHD,20260916_152830,5,shuffled,2,w_class,0.6067131877876779,0.5904814478126192,1947,952,66.2
GvHD,20260916_152830,5,shuffled,3,y,0.5404249479678888,0.026096987470591235,1947,46,66.1
GvHD,20260916_152830,5,shuffled,3,w_class,0.594104978674887,0.580451753922341,1947,952,66.1
GvHD,20260916_152830,5,shuffled,4,y,0.5120760240605631,0.023664437166820422,1947,46,68.1
GvHD,20260916_152830,5,shuffled,4,w_class,0.6002929563785313,0.5856534377942739,1947,952,68.1
GvHD,20260916_152830,6,real,-1,y,0.8020758339332853,0.1603542261383034,1897,45,68.5
GvHD,20260916_152830,6,real,-1,w_class,0.6090146225206865,0.5913810566215305,1897,907,68.5
GvHD,20260916_152830,6,shuffled,0,y,0.4951883849292057,0.025519604281157446,1897,45,67.7
GvHD,20260916_152830,6,shuffled,0,w_class,0.6194892697649037,0.5922986770820976,1897,907,67.7
GvHD,20260916_152830,6,shuffled,1,y,0.5574154067674586,0.030966061460972708,1897,45,70.7
GvHD,20260916_152830,6,shuffled,1,w_class,0.6021672067978573,0.5768961348094107,1897,907,70.7
GvHD,20260916_152830,6,shuffled,2,y,0.516006719462443,0.0416551447706691,1897,45,67.8
GvHD,20260916_152830,6,shuffled,2,w_class,0.6048277705389062,0.5737558255782647,1897,907,67.8
GvHD,20260916_152830,6,shuffled,3,y,0.5803695704343653,0.042674776132201483,1897,45,69.2
GvHD,20260916_152830,6,shuffled,3,w_class,0.6014945485728286,0.5742239595884104,1897,907,69.2
GvHD,20260916_152830,6,shuffled,4,y,0.4415646748260139,0.022878189390914044,1897,45,68.1
GvHD,20260916_152830,6,shuffled,4,w_class,0.6166349269987639,0.5854611587556329,1897,907,68.1
GvHD,20260916_152830,7,real,-1,y,0.7746254638750173,0.12561250778123792,1944,46,68.0
GvHD,20260916_152830,7,real,-1,w_class,0.589183236981979,0.5705268121936337,1944,954,68.0
GvHD,20260916_152830,7,shuffled,0,y,0.5650799468548128,0.03939049155360867,1944,46,67.9
GvHD,20260916_152830,7,shuffled,0,w_class,0.6034930012917434,0.5939507726807389,1944,954,67.9
GvHD,20260916_152830,7,shuffled,1,y,0.5026343519494205,0.02570676298033487,1944,46,68.3
GvHD,20260916_152830,7,shuffled,1,w_class,0.5923998898841666,0.5806906635958566,1944,954,68.3
GvHD,20260916_152830,7,shuffled,2,y,0.573532780501214,0.029055210283402813,1944,46,68.9
GvHD,20260916_152830,7,shuffled,2,w_class,0.594794909260318,0.5902409106094726,1944,954,68.9
GvHD,20260916_152830,7,shuffled,3,y,0.4374742291657122,0.020874848374230665,1944,46,67.6
GvHD,20260916_152830,7,shuffled,3,w_class,0.6060743705397793,0.5930696030466154,1944,954,67.6
GvHD,20260916_152830,7,shuffled,4,y,0.4935515645759839,0.02693475691659323,1944,46,69.0
GvHD,20260916_152830,7,shuffled,4,w_class,0.6010408063867183,0.5865127095218199,1944,954,69.0
GvHD,20260916_152830,8,real,-1,y,0.7362050331943801,0.15978102252178733,1956,51,70.2
GvHD,20260916_152830,8,real,-1,w_class,0.6084506187628091,0.5759803521529264,1956,953,70.2
GvHD,20260916_152830,8,shuffled,0,y,0.5339354639493593,0.09878124498142739,1956,51,70.5
GvHD,20260916_152830,8,shuffled,0,w_class,0.6105544855465084,0.5873426182172072,1956,953,70.5
GvHD,20260916_152830,8,shuffled,1,y,0.4766198342854202,0.023300645886859372,1956,51,67.1
GvHD,20260916_152830,8,shuffled,1,w_class,0.5978528213889287,0.5860252912733874,1956,953,67.1
GvHD,20260916_152830,8,shuffled,2,y,0.483011682363234,0.027491973679355276,1956,51,67.4
GvHD,20260916_152830,8,shuffled,2,w_class,0.593152337321718,0.5721265256374065,1956,953,67.4
GvHD,20260916_152830,8,shuffled,3,y,0.41522309711286093,0.02161447210102093,1956,51,68.0
GvHD,20260916_152830,8,shuffled,3,w_class,0.5920381562552636,0.5767591431247967,1956,953,68.0
GvHD,20260916_152830,8,shuffled,4,y,0.45441819772528436,0.02323253649011435,1956,51,69.2
GvHD,20260916_152830,8,shuffled,4,w_class,0.6128665420318269,0.6041200082860564,1956,953,69.2
GvHD,20260916_152830,9,real,-1,y,0.7461019392033542,0.18224692982823276,1956,48,68.4
GvHD,20260916_152830,9,real,-1,w_class,0.5988079241672462,0.5952864523313156,1956,965,68.4
GvHD,20260916_152830,9,shuffled,0,y,0.5177869496855346,0.02619460450362788,1956,48,68.7
GvHD,20260916_152830,9,shuffled,0,w_class,0.6045560301783408,0.6078041051753853,1956,965,68.7
GvHD,20260916_152830,9,shuffled,1,y,0.5532625786163522,0.03221855730202011,1956,48,68.2
GvHD,20260916_152830,9,shuffled,1,w_class,0.5947234959192316,0.6010154623535648,1956,965,68.2
GvHD,20260916_152830,9,shuffled,2,y,0.549834032145353,0.030915425004339823,1956,48,67.9
GvHD,20260916_152830,9,shuffled,2,w_class,0.614323732243037,0.6125424489408597,1956,965,67.9
GvHD,20260916_152830,9,shuffled,3,y,0.5193046820405312,0.02682963132444289,1956,48,68.5
GvHD,20260916_152830,9,shuffled,3,w_class,0.6016391042700366,0.6055041243461009,1956,965,68.5
GvHD,20260916_152830,9,shuffled,4,y,0.5766782407407408,0.05987947688108828,1956,48,67.6
GvHD,20260916_152830,9,shuffled,4,w_class,0.6000135938472156,0.5972228135288813,1956,965,67.7
