cohort,head,n_folds,auc_real,auc_shuffled,auc_diff,auc_diff_sd,folds_real_higher,p_paired,ap_real,ap_shuffled,shuffled_auc_min,shuffled_auc_max,n_shuffles
GvHD,y,10,0.780380302856092,0.5082266971980477,0.2721536056580441,0.03830273949910047,10,3.2450055625797846e-09,0.19955560421734284,0.0306472689848113,0.49350320635974076,0.5247302739534669,5
GvHD,w_class,10,0.6026662304316357,0.6021290286687904,0.0005372017628452741,0.008582916117220545,6,0.8475013711741819,0.585572676098207,0.5871130093717527,0.5995837274607981,0.6043689859298669,5
