cohort,run_id,outer_fold,condition,shuffle,head,auc,ap,n,n_pos,fit_sec
IBD,20260828_132354_nogit,5,shuffled,1,y,0.5845516288707264,0.04449879272837608,528,17,26.5
IBD,20260828_132354_nogit,5,shuffled,1,w_class,0.6036896567870019,0.4402590922064518,528,189,26.5
IBD,20260828_132354_nogit,5,shuffled,2,y,0.5662484171750892,0.06640394502908538,528,17,26.3
IBD,20260828_132354_nogit,5,shuffled,2,w_class,0.5912971547189836,0.44194376606675445,528,189,26.3
IBD,20260828_132354_nogit,5,shuffled,3,y,0.4931506849315068,0.03499999164415522,528,17,26.3
IBD,20260828_132354_nogit,5,shuffled,3,w_class,0.62736651527212,0.46020419722859524,528,189,26.3
IBD,20260828_132354_nogit,5,shuffled,4,y,0.4410037987797859,0.049374231067492225,528,17,26.0
IBD,20260828_132354_nogit,5,shuffled,4,w_class,0.61255482199435,0.4664237584892903,528,189,26.0
IBD,20260828_132354_nogit,6,real,-1,y,0.9079299079299079,0.20999715183760218,531,13,26.7
IBD,20260828_132354_nogit,6,real,-1,w_class,0.6064246064246063,0.4757324621904978,531,198,26.7
IBD,20260828_132354_nogit,6,shuffled,0,y,0.46851796851796856,0.022796275710310746,531,13,26.2
IBD,20260828_132354_nogit,6,shuffled,0,w_class,0.6154032820699488,0.4892137637774523,531,198,26.2
IBD,20260828_132354_nogit,6,shuffled,1,y,0.47044847044847043,0.024222935252259728,531,13,26.6
IBD,20260828_132354_nogit,6,shuffled,1,w_class,0.6330117996784664,0.49507049305865036,531,198,26.6
IBD,20260828_132354_nogit,6,shuffled,2,y,0.4750519750519751,0.032530561445838824,531,13,26.4
IBD,20260828_132354_nogit,6,shuffled,2,w_class,0.6129462796129462,0.47495801117783587,531,198,26.4
IBD,20260828_132354_nogit,6,shuffled,3,y,0.4391149391149391,0.031187009003142713,531,13,26.0
IBD,20260828_132354_nogit,6,shuffled,3,w_class,0.6275062941729609,0.4749810700052808,531,198,26.0
IBD,20260828_132354_nogit,6,shuffled,4,y,0.5086130086130086,0.02737046379749599,531,13,26.3
IBD,20260828_132354_nogit,6,shuffled,4,w_class,0.6188764522097856,0.4844459015106398,531,198,26.3
IBD,20260828_132354_nogit,7,real,-1,y,0.8462606837606838,0.5401742382074254,538,18,25.9
IBD,20260828_132354_nogit,7,real,-1,w_class,0.6041592394533571,0.45537874904808273,538,198,25.9
IBD,20260828_132354_nogit,7,shuffled,0,y,0.45576923076923076,0.040306888106262165,538,18,27.4
IBD,20260828_132354_nogit,7,shuffled,0,w_class,0.5842840166369577,0.44317088633425067,538,198,27.4
IBD,20260828_132354_nogit,7,shuffled,1,y,0.5568376068376069,0.04341000038771718,538,18,50.8
IBD,20260828_132354_nogit,7,shuffled,1,w_class,0.6003267973856209,0.46640940903917255,538,198,50.8
IBD,20260828_132354_nogit,7,shuffled,2,y,0.5701923076923077,0.04363177680971292,538,18,52.9
IBD,20260828_132354_nogit,7,shuffled,2,w_class,0.5930184194890077,0.45782735909065,538,198,52.9
IBD,20260828_132354_nogit,7,shuffled,3,y,0.5657051282051282,0.041029507486700964,538,18,51.8
IBD,20260828_132354_nogit,7,shuffled,3,w_class,0.6079322638146167,0.47561912398086886,538,198,51.8
IBD,20260828_132354_nogit,7,shuffled,4,y,0.4340811965811966,0.030548341122407868,538,18,51.7
IBD,20260828_132354_nogit,7,shuffled,4,w_class,0.5891562685680332,0.45037846483889277,538,198,51.7
IBD,20260828_132354_nogit,8,real,-1,y,0.8267761650114592,0.23667118483874164,498,22,52.2
IBD,20260828_132354_nogit,8,real,-1,w_class,0.6396132135000085,0.4830043666306235,498,191,52.2
IBD,20260828_132354_nogit,8,shuffled,0,y,0.5940603514132926,0.05356188398222489,498,22,52.9
IBD,20260828_132354_nogit,8,shuffled,0,w_class,0.620529699677678,0.49060670871028034,498,191,52.9
IBD,20260828_132354_nogit,8,shuffled,1,y,0.43143621084797557,0.03840008172062971,498,22,52.8
IBD,20260828_132354_nogit,8,shuffled,1,w_class,0.6217917014854103,0.4761016887782302,498,191,52.8
IBD,20260828_132354_nogit,8,shuffled,2,y,0.5517570664629489,0.05419577736141209,498,22,52.3
