latent_dim,split_idx,epoch,phase,loss_task_mean,loss_y_mean,loss_s_mean,loss_w_mean,KL_per_dim_mean,beta,C,val_auc_y
1,0,22,warmup,2.6509003964337436,0.9931100363081152,0.5870875960046594,0.48361516947096045,3.394331552765586,0.0001,0.05,
1,0,23,warmup,2.6209468733180654,0.9595569914037531,0.5863743614066731,0.48864115097305993,3.4432112845507534,0.0001,0.05,
1,0,24,warmup,2.6827739477157593,1.019969569011168,0.584224977276542,0.49435440925034607,3.5694433775815098,0.0001,0.05,
1,0,25,warmup,2.6117022037506104,0.943666701967066,0.5854605463418093,0.49711440232667053,3.51654653115706,0.0001,0.05,
1,0,26,warmup,2.559058254415339,0.8952703665603291,0.5798162845048037,0.5041552809151736,3.799942200834101,0.0001,0.05,
1,0,27,warmup,2.530064116824757,0.8871725066141649,0.5803145386955955,0.48226254230195825,3.725692933255976,0.0001,0.05,
1,0,28,warmup,2.545570666139776,0.8897043629126116,0.5781394703821703,0.49958737194538116,3.913682634180242,0.0001,0.05,
1,0,29,warmup,2.502627069299871,0.8489756719632582,0.5771381936290048,0.4993750073693015,4.06152221289548,0.0001,0.05,
1,0,30,warmup,2.4896251179955224,0.8400349346074191,0.5765491290525957,0.49649191986430774,4.005531148477034,0.0001,0.05,
1,0,31,warmup,2.4622594768350776,0.8140871660275892,0.5751449249007485,0.4978824786164544,4.158804004842585,0.0001,0.05,
1,0,32,warmup,2.4305277304215864,0.7817337079481645,0.5728022970936515,0.5031894431872801,4.255699114366011,0.0001,0.05,
1,0,33,warmup,2.4439272555437954,0.7931635271419178,0.5732872648672624,0.504189210859212,4.308453299782493,0.0001,0.05,
1,0,34,warmup,2.40889129855416,0.7673362493515015,0.5689958794550463,0.5035633011297747,4.3261737389998,0.0001,0.05,
1,0,35,warmup,2.4033220572905107,0.7458443641662598,0.5725209821354259,0.5124357545917685,4.531813794916326,0.0001,0.05,
1,0,36,warmup,2.3792090090838345,0.7418906052004207,0.570150459354574,0.49701749059286987,4.4675048047846015,0.0001,0.05,
1,0,37,warmup,2.3580055236816406,0.7145788466388528,0.5701528516682711,0.5031209547411312,4.637020696293224,0.0001,0.05,
1,0,38,warmup,2.32577660408887,0.6870322186838497,0.5674505613066934,0.5038432384079153,4.679235089908946,0.0001,0.05,
1,0,39,warmup,2.3193895274942573,0.6768566410649907,0.5687363987619226,0.5050600685856559,4.772137403488159,0.0001,0.05,
1,0,40,warmup,2.331946535543962,0.6902134933254935,0.5640277347781442,0.5136775753714822,4.8649350296367295,0.0001,0.05,
1,0,41,warmup,2.3316057378595527,0.6820782937786796,0.5704904117367484,0.508546615188772,4.889694734053179,0.0001,0.05,
1,0,42,warmup,2.3041642904281616,0.6420413919470527,0.5664909780025482,0.5291409600864757,5.025670246644453,0.0001,0.05,
1,0,43,warmup,2.270300095731562,0.628274606032805,0.5649569766087965,0.5121115080334924,5.098679759285667,0.0001,0.05,
1,0,44,warmup,2.2380201708186758,0.5967790308323774,0.5669463818723505,0.5073483870788054,5.252085057171908,0.0001,0.05,
1,0,45,warmup,2.300894249569286,0.6634983325546439,0.5635315125638788,0.5103328769857233,5.24551138010892,0.0001,0.05,
1,0,46,warmup,2.218461188403043,0.5717121891000054,0.5653232932090759,0.516102439977906,5.314054835926402,0.0001,0.05,
1,0,47,warmup,2.1941304315220225,0.5727527778257023,0.55729233676737,0.5067929950627413,5.4194934584877705,0.0001,0.05,
1,0,48,warmup,2.194001929326491,0.5511115504936739,0.5652743496678092,0.5123416998169639,5.71764198216525,0.0001,0.05,
1,0,49,warmup,2.175268129868941,0.5348394892432473,0.5674763294783506,0.5054759816689924,5.540300737727772,0.0001,0.05,
1,0,50,warmup,2.166829141703519,0.5328262908892198,0.5641723329370673,0.5056581822308627,5.799555821852251,0.0001,0.05,
1,0,51,warmup,2.1239703568545254,0.49296052076599817,0.5637195896018635,0.503570631146431,5.88337330384688,0.0001,0.05,
1,0,52,warmup,2.1042479276657104,0.48239851607517764,0.5596039999615062,0.5026413798332214,6.089293133128773,0.0001,0.05,
1,0,53,warmup,2.11251979524439,0.4831165319139307,0.5629355636509982,0.503532117063349,6.0577754540876905,0.0001,0.05,
1,0,54,warmup,2.1171615340492944,0.47874517332423816,0.5640306960452687,0.5103549699891697,6.224286166104403,0.0001,0.05,
1,0,55,warmup,2.0703564990650523,0.4481093084270304,0.5579124770381234,0.5064222433350303,6.456582286141136,0.0001,0.05,
1,0,56,warmup,2.065298476002433,0.43909931589256634,0.5622058429501273,0.5017874782735651,6.423447869040749,0.0001,0.05,
1,0,57,warmup,2.054163846102628,0.4231784066016024,0.5650531541217457,0.5008791522546248,6.721688097173518,0.0001,0.05,
1,0,58,warmup,2.048145841468464,0.4189852909608321,0.5636300850998271,0.5019004168835554,6.662604960528287,0.0001,0.05,
1,0,59,warmup,2.013089743527499,0.39456536959518085,0.5613554878668352,0.495813406326554,6.867696285247803,0.0001,0.05,
1,0,60,warmup,2.013977728106759,0.39678025855259463,0.5609357925978574,0.4953258430415934,6.969651764089411,0.0001,0.05,
1,0,61,dual,2.0029005028984765,0.3873906765471805,0.5611095211722634,0.4932907752015374,7.0021750710227275,0.029922211848825625,5.151470947265626,0.7190502423975319
1,0,62,dual,2.0051248615438286,0.397905443879691,0.5586880580945448,0.4898433129895817,6.166197278282859,0.06003395759107663,5.151470947265626,0.7377038342882327
1,0,63,dual,2.0320307395674964,0.4171986004168337,0.5639260465448553,0.4869800480929288,5.006606860594316,0.08597236158457613,5.151470947265626,0.7151718818862935
1,0,64,dual,2.059720819646662,0.44160187244415283,0.5614739710634405,0.4951710050756281,3.8305600664832373,0.10329461680055564,5.151470947265626,0.6918686646099603
1,0,65,dual,2.111213055523959,0.47640343552285974,0.5650945414196361,0.5046205439350822,3.1175070892680776,0.10959755881900027,5.151470947265626,0.7112163948876157
1,0,66,dual,2.0996750430627302,0.4613936096429825,0.5667464164170352,0.5047885938124224,2.9424981854178687,0.10514193014425742,5.151470947265626,0.7161084178052005
1,0,67,dual,2.0759861198338596,0.4457493539560925,0.5650206018577922,0.5001955628395081,2.9822322238575327,0.09197079625519176,5.151470947265626,0.6950639048038784
1,0,68,dual,2.0454234209927646,0.4361153109507127,0.5598959082906897,0.4895163015885787,3.0908462676134976,0.07224179148146535,5.151470947265626,0.6812913177611283
1,0,69,dual,2.0599371790885925,0.43196483769200067,0.568679544058713,0.4906132383780046,3.2422730814326894,0.04781140603294383,5.151470947265626,0.6914169237549582
1,0,70,dual,2.0503007498654453,0.4379003251140768,0.565725256096233,0.4809499044309963,3.6908295913176103,0.020797806036658695,5.151470947265626,0.7006610841780521
1,0,71,dual,2.007434996691617,0.390303145755421,0.568020677024668,0.48109052127057855,4.235581202940508,0.0,5.151470947265626,0.6945019832525342
1,0,72,dual,2.012136410583149,0.3902374546636235,0.567670388655229,0.4865581528706984,4.9661406820470635,0.0,5.151470947265626,0.7135081533715293
1,0,73,dual,1.9611502181399951,0.35388887131756,0.5602262914180756,0.4868087809194218,5.146322792226618,0.0,5.151470947265626,0.7181577787571618
1,0,74,dual,1.9405666318806736,0.33361401612108404,0.5606917278333143,0.4855691682208668,5.588557221672752,0.0,5.151470947265626,0.714587924195681
1,0,75,dual,2.0074204369024797,0.40412391315806995,0.5606391511180184,0.4820181984793056,5.85407053340565,0.0,5.151470947265626,0.7102247686205376
1,0,76,dual,1.944750509478829,0.3272288502617316,0.5650166706605391,0.4874883145093918,5.763435363769531,0.0,5.151470947265626,0.7159100925517848
1,0,77,dual,1.9273700659925288,0.32062373852187936,0.5592593984170393,0.4882275407964533,6.302852587266401,0.0008769080227707261,5.151470947265626,0.7281401498457472
1,0,78,dual,1.90621065009724,0.2989661165259101,0.5620121495290236,0.4832202345132828,6.408277880061757,0.006541848970924125,5.151470947265626,0.7366130453944468
1,0,79,dual,1.9248135848478838,0.3147341961210424,0.5653688311576843,0.47934171286496247,6.341077241030606,0.016632574344190125,5.151470947265626,0.7224217717055972
1,0,80,dual,1.9019567153670571,0.29214836860244925,0.5632622946392406,0.483283750035546,6.193292682821101,0.029350321820863088,5.151470947265626,0.6972014103129132
1,0,81,dual,1.8703412359411067,0.2796343822370876,0.5599872036413713,0.47073245590383356,5.7711639187552715,0.043292498816945676,5.151470947265626,0.7058175407668577
1,0,82,dual,1.9214773719960994,0.3294809514825994,0.5605023259466345,0.470991776748137,5.177449052984064,0.05572779637181878,5.151470947265626,0.7093763772587042
1,1,1,warmup,3.257610483603044,1.396360378373753,0.6940415447408502,0.4731670062650334,0.16059847717935388,0.0001,0.05,
1,1,2,warmup,3.062711488116871,1.2100358524105765,0.6900883723389019,0.4724988801912828,0.4678112864494324,0.0001,0.05,
1,1,3,warmup,3.099766579541293,1.2662894102660092,0.6820465272123163,0.4693841324611144,0.7745989750732075,0.0001,0.05,
1,1,4,warmup,2.8485659686001865,1.0356181914156133,0.6710991209203546,0.4707495217973536,1.1085180856964805,0.0001,0.05,
1,1,5,warmup,2.8602612885561856,1.0439057702367955,0.6676996594125574,0.4809562076221813,1.4781593734567815,0.0001,0.05,
1,1,6,warmup,2.7441530119289053,0.9575169235467911,0.658345723694021,0.46994464099407196,1.8554731661623174,0.0001,0.05,
1,1,7,warmup,2.6758021874861284,0.9186658967625011,0.6455349163575606,0.46606646613641217,2.3859740387309682,0.0001,0.05,
1,1,8,warmup,2.61828059499914,0.8756935433907942,0.634269811890342,0.47404743460091675,2.976952390237288,0.0001,0.05,
1,1,9,warmup,2.5685385790738193,0.8254444260488857,0.6355543407526884,0.4719855108044364,3.5140095949172974,0.0001,0.05,
1,1,10,warmup,2.545338446443731,0.8233665553006259,0.6264315274628726,0.4691088226708499,4.157528487118808,0.0001,0.05,
1,1,11,warmup,2.478415857661854,0.7671588781205091,0.6212445280768655,0.46876795860854065,4.629441954872825,0.0001,0.05,
1,1,12,warmup,2.408007925206965,0.7178100618449125,0.6135786988518455,0.4630404521118511,5.138320337642323,0.0001,0.05,
1,1,13,warmup,2.366229837590998,0.6821552826599642,0.6116951107978821,0.46068435500968585,5.6193764859979805,0.0001,0.05,
1,1,14,warmup,2.3318385644392534,0.65430763092908,0.6093447696078907,0.45884141461415723,6.127866181460294,0.0001,0.05,
1,1,15,warmup,2.3129821582274004,0.6338475874879144,0.6106827828017148,0.45776900242675433,6.49449779770591,0.0001,0.05,
1,1,16,warmup,2.2603982903740625,0.603929886763746,0.6012066115032543,0.4540551833131097,6.94845193082636,0.0001,0.05,
1,1,17,warmup,2.347764112732627,0.6802633458917792,0.6082707697694952,0.45095922323790466,7.508396018635143,0.0001,0.05,
1,1,18,warmup,2.2387486804615366,0.5714402131058953,0.6116659397428686,0.4439765824513002,7.817998430945656,0.0001,0.05,
1,1,19,warmup,2.2137148434465583,0.5530680797316812,0.6087340035221793,0.4431787580251694,8.400542671030218,0.0001,0.05,
1,1,20,warmup,2.1701762730425056,0.535495096986944,0.5998662439259616,0.4349486827850342,9.111656882546164,0.0001,0.05,
1,1,21,warmup,2.194689864462072,0.5549400692636316,0.6014566584066912,0.43683646619319916,9.613980943506414,0.0001,0.05,
1,1,22,warmup,2.131445825099945,0.5076946182684465,0.5982552170753479,0.42724078080870886,9.908025394786488,0.0001,0.05,
1,1,23,warmup,2.0858798297968777,0.4633218991485509,0.5984259464524009,0.4257060262289914,10.676897699182684,0.0001,0.05,
1,1,24,warmup,2.060397494922985,0.44995691220868717,0.5939418754794381,0.4225568486885591,11.358017791401256,0.0001,0.05,
1,1,25,warmup,2.093760913068598,0.49172563579949463,0.5916818868030201,0.41867151991887525,11.737888813018799,0.0001,0.05,
1,1,26,warmup,2.0358227383006704,0.42070234871723433,0.5985688377510417,0.41798272187059576,12.064196716655385,0.0001,0.05,
1,1,27,warmup,2.013332870873538,0.40984172238544986,0.5935878834941171,0.4163153672760183,13.039506565440785,0.0001,0.05,
1,1,28,warmup,1.9918994144959883,0.39208102293989877,0.5938236117362976,0.41217113760384644,13.749138181859797,0.0001,0.05,
1,1,29,warmup,1.9609324065121738,0.3814219351519238,0.5871769379485737,0.40515659884973004,13.789671811190518,0.0001,0.05,
1,1,30,warmup,1.9550165425647388,0.36541911553252826,0.5923235470598395,0.40495033968578686,14.89846962148493,0.0001,0.05,
1,1,31,warmup,1.9467172460122542,0.3619017187844623,0.5908093642104756,0.40319681709462946,15.64620373465798,0.0001,0.05,
1,1,32,warmup,1.908061152154749,0.33282717723738064,0.5887138816443357,0.3978062068874186,15.965783205899326,0.0001,0.05,
1,1,33,warmup,1.894304709001021,0.32603487981991336,0.5856990624557842,0.3968716941096566,17.373201153495096,0.0001,0.05,
1,1,34,warmup,1.8904895403168418,0.3230655863881111,0.5852633091536436,0.3968973308801651,17.546792203729805,0.0001,0.05,
1,1,35,warmup,1.8755232149904424,0.3114535876295783,0.5851855711503462,0.3936984904787757,18.54208720814098,0.0001,0.05,
1,1,36,warmup,1.8812429634007541,0.31331722235137766,0.588254608891227,0.39141652529889887,19.307627764615145,0.0001,0.05,
1,1,37,warmup,1.861666581847451,0.2994254190813411,0.5858510705557737,0.39053902571851556,20.318407925692473,0.0001,0.05,
1,1,38,warmup,1.8433197790926152,0.28118747201832855,0.5864018256014044,0.3893286490982229,20.15264571796764,0.0001,0.05,
1,1,39,warmup,1.8344686085527593,0.27661247619173746,0.5846905139359561,0.3884750956838781,20.444689057090066,0.0001,0.05,
1,1,40,warmup,1.841174607927149,0.2802668112245473,0.5879135727882385,0.3850806328383359,22.221727631308816,0.0001,0.05,
1,1,41,warmup,1.808963255448775,0.254503344270316,0.5847169892354445,0.3850259333848953,22.44188013943759,0.0001,0.05,
1,1,42,warmup,1.785186306996779,0.23502197523008694,0.5828196054155176,0.38452513109553943,23.02577998421409,0.0001,0.05,
1,1,43,warmup,1.779022135517814,0.2362134266983379,0.5799885175444863,0.3828316601839932,24.106773376464844,0.0001,0.05,
1,1,44,warmup,1.781944209879095,0.22914708507331935,0.5839366777376696,0.38492377373305237,24.69684635509144,0.0001,0.05,
1,1,45,warmup,1.7824002504348755,0.22418136691505258,0.5875708108598535,0.38307725570418616,25.241865331476387,0.0001,0.05,
1,1,46,warmup,1.799344702200456,0.24494369531219656,0.5852403884584253,0.38392020761966705,25.95587730407715,0.0001,0.05,
1,1,47,warmup,1.7685798731717197,0.21573699875311417,0.5855186933820898,0.3818054754625667,26.86469485542991,0.0001,0.05,
1,1,48,warmup,1.7293615720488809,0.20465906370769849,0.5713619752363726,0.3819785727695985,28.27097953449596,0.0001,0.05,
1,1,49,warmup,1.7461200844157825,0.2003433887254108,0.583161627704447,0.37945342605764215,28.237138401378285,0.0001,0.05,
1,1,50,warmup,1.736286542632363,0.2003383148800243,0.5776697939092462,0.38060864399779926,29.257267951965332,0.0001,0.05,
1,1,51,warmup,1.7194837656888096,0.1911450404335152,0.5736510889096693,0.38103655116124585,30.59256362915039,0.0001,0.05,
1,1,52,warmup,1.7155535871332341,0.1813005439259789,0.5774216055870056,0.37940984151580115,30.34905364296653,0.0001,0.05,
1,1,53,warmup,1.7731171683831648,0.23485539040782236,0.5795698816126044,0.3791220188140869,30.552461450750176,0.0001,0.05,
1,1,54,warmup,1.727052699435841,0.19028635119849985,0.5789384652267803,0.37888942523436114,30.9092003215443,0.0001,0.05,
1,1,55,warmup,1.7244989709420637,0.18350689655000513,0.5817181711847131,0.37755574963309546,31.562359289689496,0.0001,0.05,
1,1,56,warmup,1.7089019851251082,0.18175035071643916,0.5744176899844949,0.3783162629062479,32.44878370111639,0.0001,0.05,
1,1,57,warmup,1.6994223594665527,0.1658742776648565,0.5781674032861536,0.3772132830186324,33.816289381547406,0.0001,0.05,
1,1,58,warmup,1.6965781775387851,0.16449215694923291,0.5771742002530531,0.37773761966011743,34.205806732177734,0.0001,0.05,
1,1,59,warmup,1.6888971653851597,0.15931359780105678,0.5761612111871893,0.37726114148443396,34.47315268083052,0.0001,0.05,
1,1,60,warmup,1.7641492269255898,0.22797934507781809,0.580062364990061,0.3760451484810222,35.53826332092285,0.0001,0.05,
1,1,61,dual,1.754812630740079,0.20680411397056145,0.5845677175305106,0.37887308407913556,27.31024512377652,0.13984522114789188,25.826037597656253,0.6821947994711327
1,1,62,dual,2.1719853715463118,0.5400732389905236,0.6226381253112446,0.38663588193329895,6.297778032042763,0.2026068698785136,25.826037597656253,0.6160312913177611
1,1,63,dual,2.2751212878660723,0.6325414431366053,0.6271620121869174,0.3882558020678433,2.8387687531384556,0.15640730713670234,25.826037597656253,0.6589356544733362
1,1,64,dual,2.1664078560742466,0.5454627898606387,0.6176690540530465,0.38560695675286377,2.6285943551497026,0.01830715505646869,25.826037597656253,0.6854892022917585
1,1,65,dual,1.9977642514488914,0.40161149068312213,0.6066503308036111,0.3828520815480839,3.870709549296986,0.0,25.826037597656253,0.6911194358748348
1,1,66,dual,1.9154093265533447,0.3508309688080441,0.5926095789129083,0.3793591843409972,6.598770640113137,0.0,25.826037597656253,0.7030630233583076
1,1,67,dual,1.7936254848133435,0.25316755405881186,0.5818156166510149,0.37682672115889465,8.680081259120595,0.0,25.826037597656253,0.7032944028206258
1,1,68,dual,1.7737609527327798,0.23623162660409103,0.5813428651202809,0.3748435933481563,10.756164247339422,0.0,25.826037597656253,0.7045945350374614
1,1,69,dual,1.733580237085169,0.2075059170072729,0.5766369077292356,0.37280049513686786,12.005143382332541,0.0,25.826037597656253,0.7051013662406347
1,1,70,dual,1.721940203146501,0.19243537160483273,0.5781151760708202,0.37327448617328296,13.27210369977084,0.0,25.826037597656253,0.7078338475099163
1,1,71,dual,1.7003101760690862,0.17412870140238243,0.5772156715393066,0.37175013395872986,14.210902864282781,0.0,25.826037597656253,0.7114477743499339
1,1,72,dual,1.6855344826524907,0.16803636638955635,0.5727654560045763,0.3719671910459345,15.430902914567428,0.0,25.826037597656253,0.7173754958131335
1,1,73,dual,1.696762280030684,0.176055024293336,0.5746416422453794,0.3714239800518209,15.91979100487449,0.0,25.826037597656253,0.7191273688849712
1,1,74,dual,1.7281387448310852,0.21461803974075752,0.5706402253020894,0.37224025617946277,17.028588034889914,0.0,25.826037597656253,0.7238100484795064
1,1,75,dual,1.6800703731450168,0.15661283548582683,0.5755582478913394,0.3723410367965698,17.626209432428535,0.0,25.826037597656253,0.7204275011018069
1,1,76,dual,1.6838346611369739,0.15701789408922195,0.5767881572246552,0.37324047630483453,17.758522510528564,0.0,25.826037597656253,0.721584398413398
1,1,77,dual,1.6788438666950574,0.1631739004091783,0.5716513422402468,0.3723672926425934,17.94953662698919,0.0,25.826037597656253,0.7152710445130013
1,1,78,dual,1.666723457249728,0.14964206305078484,0.5723354410041462,0.3724105005914515,19.051431222395465,0.0,25.826037597656253,0.7261458792419567
1,1,79,dual,1.6661847829818726,0.1481677833944559,0.5733496004884894,0.3713177876038985,19.369039795615457,0.0,25.826037597656253,0.7214521815777876
1,1,80,dual,1.6293395486744968,0.1250199545174837,0.5663747760382566,0.371570039879192,19.875631419095125,0.0,25.826037597656253,0.7261899515204936
1,1,81,dual,1.6482897780158303,0.13532100109891457,0.5707642165097323,0.37144034694541583,20.942638050426137,0.0,25.826037597656253,0.7209012780960775
1,1,82,dual,1.7097545591267673,0.18935839493166318,0.5746010758660056,0.37119399823925714,21.90798351981423,0.0,25.826037597656253,0.7221132657558396
1,1,83,dual,1.6949310952966863,0.16771514916961844,0.578226162628694,0.3707636012272401,21.137673117897727,0.0,25.826037597656253,0.6988541207580432
1,1,84,dual,1.6734643415971235,0.16075704890218648,0.5707964707504619,0.3711143420501189,21.926663745533336,0.0,25.826037597656253,0.70055090348171
1,1,85,dual,1.652193849736994,0.1330192448909987,0.5740266442298889,0.37112131037495355,22.66721387342973,0.0,25.826037597656253,0.706710004407228
1,1,86,dual,1.6245890964161267,0.12018289882689714,0.56682695990259,0.3707522993738001,23.340505513277922,0.0,25.826037597656253,0.706445570736007
1,1,87,dual,1.642706280404871,0.13404814898967743,0.5687794793735851,0.3710991523482583,23.840767080133613,0.0,25.826037597656253,0.7210665491405907
1,1,88,dual,1.63579401102933,0.1237064769322222,0.5707864436236295,0.3705146475271745,24.210501063953746,0.0,25.826037597656253,0.7150176289114146
1,1,89,dual,1.6170352263884111,0.11038951105861501,0.5680883174592798,0.3704690838401968,25.410152955488726,0.0,25.826037597656253,0.722025121198766
1,1,90,dual,1.6286961219527505,0.11945848691869866,0.5702573440291665,0.3687229427424344,25.851800485090777,0.0,25.826037597656253,0.7178933450859409
1,1,91,dual,1.6162045814774253,0.10644024983048439,0.5706857984716242,0.368392749266191,26.235661159862172,0.0,25.826037597656253,0.7171330982811811
1,1,92,dual,1.6176996935497632,0.10788738524371927,0.5698310082609003,0.37015029517087067,26.80676165494052,0.0,25.826037597656253,0.7193807844865581
1,1,93,dual,1.6242157925258984,0.10213060473853891,0.5768109830943021,0.36846323582259094,26.71354068409313,0.0,25.826037597656253,0.7237219039224327
1,1,94,dual,1.6277768340977756,0.1181855709715323,0.570307349616831,0.3689765672792088,27.507486083290793,0.0,25.826037597656253,0.7295724988981931
1,1,95,dual,1.6132387898185037,0.1084086209196936,0.5680850879712538,0.3686599907549945,28.055101134560324,0.00043191964989562593,25.826037597656253,0.7181137064786249
1,1,96,dual,1.5942901914769954,0.09390719920735467,0.5652013990012082,0.36998019299723883,28.24883304942738,0.009233597581322958,25.826037597656253,0.7141912736888496
1,1,97,dual,1.6082281307740645,0.10739418915049596,0.5651128508827903,0.3706082498485392,24.572135751897637,0.020562362162340222,25.826037597656253,0.7044843543411194
1,1,98,dual,1.6509328105232932,0.12915558435700156,0.5758175822821531,0.3701420629566366,17.243306290019643,0.007184830541659811,25.826037597656253,0.6972014103129132
1,1,99,dual,1.6427598324689,0.12847834893248297,0.5720849226821553,0.370111655105244,14.72412278435447,0.0,25.826037597656253,0.6920339356544734
1,1,100,dual,1.622091000730341,0.11606775816868652,0.5689530210061506,0.3681171888654882,17.00486339222301,0.0,25.826037597656253,0.7070185103569855
1,1,101,dual,1.6222580400380222,0.10674809833819215,0.5737182172861967,0.3680735162713311,19.025464491410688,0.0,25.826037597656253,0.7085610401057734
1,1,102,dual,1.6070190939036282,0.10567417740821838,0.5667495727539062,0.3678457723422484,20.555830001831055,0.0,25.826037597656253,0.7029858968708682
1,1,103,dual,1.5992978106845508,0.09328378110446713,0.5690739290280775,0.3678661815144799,21.447593342174184,0.0,25.826037597656253,0.7089466725429705
1,1,104,dual,1.599142069166357,0.10186449556865475,0.5646604516289451,0.3679566600105979,22.555781971324574,0.0,25.826037597656253,0.7189290436315557
1,1,105,dual,1.601513071493669,0.09573347646404397,0.5688558166677301,0.3680679500102997,23.11728590184992,0.0,25.826037597656253,0.7115469369766417
1,1,106,dual,1.5956686518409036,0.09066660905426199,0.5685252791101282,0.3679515014995228,23.80957100608132,0.0,25.826037597656253,0.7216064345526664
1,1,107,dual,1.5797903646122327,0.07673475112427365,0.5673222027041696,0.36841121315956116,24.494325724515047,0.0,25.826037597656253,0.7129682679594536
1,1,108,dual,1.5785391980951482,0.08272441442717206,0.5639706416563555,0.36787349256602203,25.066792834888805,0.0,25.826037597656253,0.7110070515645658
1,1,109,dual,1.5887333100492305,0.09067545153877953,0.5649998838251288,0.3680581111799587,25.68702168898149,0.0,25.826037597656253,0.7047047157338034
1,1,110,dual,1.5757800178094343,0.08522368446839126,0.5613006041808561,0.3679551129991358,26.058542338284578,0.0,25.826037597656253,0.7081754076685765
1,1,111,dual,1.5770165486769243,0.07982478002932938,0.564032413742759,0.3691269362514669,27.198670387268066,0.0,25.826037597656253,0.7203834288232702
1,1,112,dual,1.5648850744420832,0.07101589898494157,0.5627315911379728,0.3684059977531433,27.635101838545367,0.0,25.826037597656253,0.715965182899956
1,1,113,dual,1.5749797008254312,0.07664998807013035,0.5653334747661244,0.3676627522165125,28.708279089494184,0.0002189071756877432,25.826037597656253,0.7155905685323931
1,1,114,dual,1.5895060951059514,0.08298549614846706,0.5691746256568215,0.36817134510387073,28.62850943478671,0.00947912975889552,25.826037597656253,0.7074151608638166
1,2,1,warmup,3.572304053740068,1.4277295903726057,0.7087914185090498,0.726991591128436,0.13530105572532525,0.0001,0.05,
1,2,2,warmup,3.152885166081515,1.2011623138731176,0.6704042987389998,0.6109142980792306,0.4602758071639321,0.0001,0.05,
1,2,3,warmup,3.056771592660384,1.1504195928573608,0.664345689795234,0.5776606405323202,0.6833692545240576,0.0001,0.05,
1,2,4,warmup,3.042721379886974,1.1809273958206177,0.6617937006733634,0.5382065800103274,0.8423094586892561,0.0001,0.05,
1,2,5,warmup,3.1614994569258257,1.3073749840259552,0.6608070135116577,0.5325104540044611,1.0007983635772357,0.0001,0.05,
1,2,6,warmup,2.947828704660589,1.0829598849469966,0.6542870104312897,0.5562948151068254,1.2398614883422852,0.0001,0.05,
1,2,7,warmup,2.891444433819164,1.0469486686316403,0.6589863733811812,0.5265229764309797,1.2809626460075378,0.0001,0.05,
