latent_dim,split_idx,epoch,phase,loss_task_mean,loss_y_mean,loss_s_mean,loss_w_mean,KL_per_dim_mean,beta,C,val_auc_y
4,0,11,warmup,2.4744609702717173,0.9953347498720343,0.5495854697444222,0.37995530664920807,11.971880999478428,0.0001,0.05,
4,0,12,warmup,2.3291917714205654,0.8442658402703025,0.5500600636005402,0.38480579446662555,12.736695419658314,0.0001,0.05,
4,0,13,warmup,2.31013239513744,0.8410742282867432,0.5445570539344441,0.3799441023306413,13.336904222315008,0.0001,0.05,
4,0,14,warmup,2.2306829582561147,0.7590029334480112,0.5480216985399072,0.3756366345015439,14.340351668271152,0.0001,0.05,
4,0,15,warmup,2.1914350011131982,0.7333155640146949,0.5410422926599329,0.3760348450053822,14.973851507360285,0.0001,0.05,
4,0,16,warmup,2.1561271873387424,0.6880932436747984,0.5480111539363861,0.3720116357911717,16.10515447096391,0.0001,0.05,
4,0,17,warmup,2.1690543619069187,0.7132684642618353,0.5455505062233318,0.3646848730065606,17.058866674249824,0.0001,0.05,
4,0,18,warmup,2.1114197319204155,0.6573567498813976,0.5456241965293884,0.3628145849162882,17.64309094168923,0.0001,0.05,
4,0,19,warmup,2.03967148065567,0.5905501889911565,0.5421795845031738,0.3647621436552568,19.06492987546054,0.0001,0.05,
4,0,20,warmup,2.020356151190671,0.5854349326003682,0.536950948563489,0.3610193295912309,20.269194689663973,0.0001,0.05,
4,0,21,warmup,2.022939226844094,0.59714575111866,0.5341488285498186,0.35749579017812555,21.038968433033336,0.0001,0.05,
4,0,22,warmup,1.9542374990203164,0.5239481207999316,0.5381889045238495,0.3539115529168736,22.098542126742277,0.0001,0.05,
4,0,23,warmup,1.9393812309611926,0.5094013417308981,0.539082180369984,0.35181552036242053,23.063698985359885,0.0001,0.05,
4,0,24,warmup,1.911498481577093,0.49381730366836896,0.5346956903284247,0.34828979860652576,24.51872392134233,0.0001,0.05,
4,0,25,warmup,1.890655447136272,0.45934798094359314,0.5427545661276038,0.3457983380014246,25.666964877735484,0.0001,0.05,
4,0,26,warmup,1.8418850844556636,0.43751055747270584,0.5314295779575001,0.341515378518538,26.53650188446045,0.0001,0.05,
4,0,27,warmup,1.8388616605238481,0.42883804034103046,0.5340807248245586,0.34186218272555957,28.684616782448508,0.0001,0.05,
4,0,28,warmup,1.815011669288982,0.41109147532419726,0.5328766378489408,0.33816691691225226,29.148079178550027,0.0001,0.05,
4,0,29,warmup,1.780957509170879,0.38232655586166814,0.5309278125112707,0.33677533810788934,31.160335020585492,0.0001,0.05,
4,0,30,warmup,1.8001409443941983,0.4003796651959419,0.532646119594574,0.3344690366224809,32.404438972473145,0.0001,0.05,
4,0,31,warmup,1.744808023626154,0.3556064313108271,0.5292850055477836,0.33063157580115576,33.61225154183128,0.0001,0.05,
4,0,32,warmup,1.7442379702221265,0.34695078432559967,0.5336811244487762,0.329924923452464,35.014561739834875,0.0001,0.05,
4,0,33,warmup,1.7217261520299045,0.3330537751317024,0.5291824503378435,0.33030749451030383,36.45425432378595,0.0001,0.05,
4,0,34,warmup,1.6962428038770503,0.30815206976099446,0.5286525271155618,0.33078568225557153,37.077931837602094,0.0001,0.05,
4,0,35,warmup,1.6925591230392456,0.31526882269165735,0.5257862521843477,0.3257177932695909,38.24086249958385,0.0001,0.05,
4,0,36,warmup,1.669628083705902,0.2855665893717246,0.5287202298641205,0.326621028510007,39.696354605934836,0.0001,0.05,
4,0,37,warmup,1.6524629592895508,0.2831457318230109,0.523880497975783,0.32155623219229956,41.59641404585405,0.0001,0.05,
4,0,38,warmup,1.6376105384393171,0.2574554414234378,0.5272185192866758,0.3257180438800292,42.92387303439054,0.0001,0.05,
4,0,39,warmup,1.660876902666959,0.29102450676939706,0.5235381153496829,0.3227761821313338,43.8100081357089,0.0001,0.05,
4,0,40,warmup,1.655746259472587,0.28339455954053183,0.525992142883214,0.32036740671504627,44.68673480640758,0.0001,0.05,
4,0,41,warmup,1.6576619906858965,0.2855339477008039,0.5258787057616494,0.32037063213911926,45.662276874889024,0.0001,0.05,
4,0,42,warmup,1.6251032515005632,0.26078885996883566,0.522335181182081,0.31964402984489093,48.030000166459516,0.0001,0.05,
4,0,43,warmup,1.5950307575139133,0.2477795806798068,0.5145574537190524,0.3181362666866996,49.59151562777433,0.0001,0.05,
4,0,44,warmup,1.5911566831848838,0.23712725734168832,0.5186528726057573,0.3167236813090064,49.123576944524594,0.0001,0.05,
4,0,45,warmup,1.5749337944117459,0.21280593543567441,0.5217683857137506,0.31859109753912146,50.96355524930087,0.0001,0.05,
4,0,46,warmup,1.5779692368073897,0.21987022594972092,0.5219625261696902,0.31417395919561386,53.17917477000844,0.0001,0.05,
4,0,47,warmup,1.5731830651109868,0.21020472185178238,0.5219033604318445,0.3191716291687705,52.91337412053888,0.0001,0.05,
4,0,48,warmup,1.5775689753619107,0.213828331367536,0.5243079892613671,0.3151246810501272,54.24528069929643,0.0001,0.05,
4,0,49,warmup,1.5760179649699817,0.21440077708526092,0.523151004856283,0.3153151693669232,55.307966232299805,0.0001,0.05,
4,0,50,warmup,1.5407918203960767,0.1915690858255733,0.5184567760337483,0.3123091743751006,56.34164047241211,0.0001,0.05,
4,0,51,warmup,1.5380012338811702,0.19494583593173462,0.5138705738566138,0.31531424684958026,57.20881045948375,0.0001,0.05,
4,0,52,warmup,1.53188725493171,0.1726770926774903,0.5220478569919412,0.31511443988843396,58.324857538396664,0.0001,0.05,
4,0,53,warmup,1.5297259200703015,0.18643792515451257,0.5143916633996096,0.3145046559247104,60.505787415937945,0.0001,0.05,
4,0,54,warmup,1.5305520350282842,0.18024503913792697,0.518651620908217,0.31300377574833954,61.066269094293766,0.0001,0.05,
4,0,55,warmup,1.5408610809933057,0.1907395784827796,0.5182955617254431,0.31353036246516486,62.34786033630371,0.0001,0.05,
4,0,56,warmup,1.5072767030109058,0.1627007807520303,0.5154203244230964,0.3137352723966945,61.860956712202594,0.0001,0.05,
4,0,57,warmup,1.518210839141499,0.15906052917919375,0.5234410234472968,0.3122682733969255,63.4534367648038,0.0001,0.05,
4,0,58,warmup,1.4956878477876836,0.1470962522382086,0.5190688439390876,0.3104538998820565,63.904986815019086,0.0001,0.05,
4,0,59,warmup,1.4912963238629429,0.15240317955613136,0.5157546509395946,0.3073838529261676,65.67802810668945,0.0001,0.05,
4,0,60,warmup,1.4811110875823281,0.1395617604086345,0.5161497498100455,0.3092498318715529,65.67437414689498,0.0001,0.05,
4,0,61,dual,1.6264127547090703,0.2510335377671502,0.5320507531816309,0.3112777105786584,42.52585216002031,0.24912790481530828,49.330352783203125,0.6703063023358308
4,0,62,dual,2.5267498168078335,0.9092194410887632,0.6343025727705522,0.3489252125675028,6.767899795012041,0.3146018167044088,49.330352783203125,0.5744380784486558
4,0,63,dual,2.5074614828283135,0.8299616168845784,0.6473524976860393,0.38279483941468323,3.265679186040705,0.17052837022325326,49.330352783203125,0.6847069193477303
4,0,64,dual,2.241379672830755,0.6174042969942093,0.619247623465278,0.3854801505804062,3.4407996155998926,0.0,49.330352783203125,0.6792089026002643
4,0,65,dual,1.947561957619407,0.4376928664066575,0.5742196684533899,0.3614297265356237,6.273072199387983,0.0,49.330352783203125,0.7284596738651388
4,0,66,dual,1.8288366848772222,0.3647863905538212,0.5596396814693104,0.3447709313847802,9.739046443592418,0.0,49.330352783203125,0.7306081974438079
4,0,67,dual,1.733949531208385,0.3125955171205781,0.5443900579755957,0.3325738947499882,11.540737368843772,0.0,49.330352783203125,0.7329440282062583
4,0,68,dual,1.729986776005138,0.31751213629137387,0.5420068096030842,0.32846101983027026,13.638197552074086,0.0,49.330352783203125,0.7363926840017629
4,0,69,dual,1.7221255898475647,0.3227148408239538,0.5375061766667799,0.3243983862074939,15.618508382277055,0.0,49.330352783203125,0.7352027324812693
4,0,70,dual,1.6677624203942039,0.2788376141000878,0.5320427756417881,0.324839249253273,17.26702217622237,0.0,49.330352783203125,0.751046716615249
4,0,71,dual,1.6596366546370767,0.26704818078062753,0.5345090221274983,0.3235704424706372,18.132215066389605,0.0,49.330352783203125,0.7473776994270603
4,0,72,dual,1.6058582121675664,0.22966201535680078,0.52842578291893,0.31934463571418414,19.135013753717597,0.0,49.330352783203125,0.7749118554429265
4,0,73,dual,1.582051315090873,0.2100235244089907,0.5279085920615629,0.31621060452677985,20.591525901447643,0.0,49.330352783203125,0.7583737329219921
4,0,74,dual,1.5642067356543108,0.21788998760960318,0.5172420428557829,0.3118326582691886,22.02562496878884,0.0,49.330352783203125,0.7620537681798148
4,0,75,dual,1.5583525191653858,0.1928231922740286,0.524407687512311,0.31671395897865295,22.843157161365856,0.0,49.330352783203125,0.770152049360952
4,0,76,dual,1.549485450441187,0.1873153644529256,0.5246673063798384,0.3128354942256754,23.67671151594682,0.0,49.330352783203125,0.7673534596738651
4,0,77,dual,1.5407958843491294,0.1884186247533018,0.5211198831146414,0.3101374953985214,24.81542752005837,0.0,49.330352783203125,0.7579770824151609
4,0,78,dual,1.504665802825581,0.16326577368785034,0.5154164121909575,0.31056720289317047,25.720291224392977,0.0,49.330352783203125,0.7583076245041868
4,0,79,dual,1.5172117406671697,0.17185722257603298,0.5179473798383366,0.30945975943045184,26.758775624361906,0.0,49.330352783203125,0.7804208902600265
4,0,80,dual,1.5129854950037869,0.16911869191310622,0.5173213739286769,0.3092240664091977,28.092946486039594,0.0,49.330352783203125,0.7639268400176289
4,0,81,dual,1.490389422936873,0.14667991870506245,0.5189503241669048,0.3058088570833206,28.569529793479226,0.0,49.330352783203125,0.7491626267078008
4,0,82,dual,1.5006450089541348,0.152672967788848,0.5193936472589319,0.3091847395355051,29.966130169955168,0.0,49.330352783203125,0.7429925077126487
4,0,83,dual,1.4827416322448037,0.14330752193927765,0.515915103934028,0.3076039186932824,30.13221602006392,0.0,49.330352783203125,0.7457580431908329
4,0,84,dual,1.4904085180976174,0.1475017654963515,0.5178288979963823,0.30724897438829596,31.086434017528187,0.0,49.330352783203125,0.754836932569414
4,0,85,dual,1.4652537053281611,0.13074479988691481,0.5141852010380138,0.30613852360031824,31.727598537098277,0.0,49.330352783203125,0.7557073600705156
4,0,86,dual,1.4679390083659778,0.12964633852243423,0.5163604901595549,0.3055716969750144,32.86602991277521,0.0,49.330352783203125,0.747025121198766
4,0,87,dual,1.4621802026575261,0.12279548140412028,0.5166079849004745,0.30616875941103155,33.485755400224164,0.0,49.330352783203125,0.744766416923755
4,0,88,dual,1.4679375074126504,0.12757814167575401,0.5178381096233021,0.3046831488609314,34.2583532333374,0.0,49.330352783203125,0.7496804759806082
4,0,89,dual,1.466773509979248,0.13021090321920134,0.5156725130297921,0.305217596617612,34.50881975347345,0.0,49.330352783203125,0.754131776112825
4,0,90,dual,1.437856305729259,0.11607191169803793,0.5081264227628708,0.3055315478281541,35.089974663474344,0.0,49.330352783203125,0.7540656676950198
4,0,91,dual,1.4372463605620645,0.11254426295107062,0.5103996599262411,0.30390277775851166,35.91621763055975,0.0,49.330352783203125,0.7520824151608638
4,0,92,dual,1.449739846316251,0.11202092536471107,0.5163286003199491,0.30506170608780603,36.51021974736994,0.0,49.330352783203125,0.7526663728514764
4,0,93,dual,1.4443569562651895,0.11461727896874602,0.5128288133577867,0.3040820373730226,36.58459307930686,0.0,49.330352783203125,0.7494380784486558
4,0,94,dual,1.4739585789767178,0.1484985507347367,0.5114669623700056,0.3025260946967385,37.840471961281516,0.0,49.330352783203125,0.7531732040546496
4,0,95,dual,1.482962803407149,0.14669313755902377,0.5158403719013388,0.3045889274640517,37.95378303527832,0.0,49.330352783203125,0.750385632437197
4,0,96,dual,1.4691928029060364,0.1440810611979528,0.5105482827533375,0.3040151717987927,39.14499334855513,0.0,49.330352783203125,0.7463420008814454
4,0,97,dual,1.4435549053278836,0.11869435602883724,0.5109352008862929,0.30299014259468426,40.27037117697976,0.0,49.330352783203125,0.7579440282062582
4,0,98,dual,1.4521780881014736,0.1184247989546169,0.5164374113082886,0.3008784597570246,41.006169232455164,0.0,49.330352783203125,0.7469810489202292
4,0,99,dual,1.4328742244026877,0.10242356806570156,0.5137997554107145,0.3028511269526048,40.873043060302734,0.0,49.330352783203125,0.7378140149845747
4,1,1,warmup,3.2911740324713965,1.5131799551573666,0.6239863525737416,0.5300213667479429,0.40913905135609885,0.0001,0.05,
4,1,2,warmup,2.924263509837064,1.2325847257267346,0.6066774238239635,0.4783239337531003,1.118372524326498,0.0001,0.05,
4,1,3,warmup,2.8009534749117764,1.1585952937602997,0.5969754755496979,0.4484072544357993,1.9812465689399026,0.0001,0.05,
4,1,4,warmup,2.689597411589189,1.0848071033304387,0.5879931639541279,0.4288039817051454,2.9529023495587436,0.0001,0.05,
4,1,5,warmup,2.6074824441563,1.0221864066340707,0.5840649360960181,0.41716617210344836,4.00542781569741,0.0001,0.05,
4,1,6,warmup,2.568777485327287,1.003674092617902,0.578374139287255,0.408355099233714,5.291319218548861,0.0001,0.05,
4,1,7,warmup,2.500560077753934,0.9467114210128784,0.5791290537877516,0.39559051529927686,6.504247470335527,0.0001,0.05,
4,1,8,warmup,2.4339836727489126,0.8842763629826632,0.579305575652556,0.39109617336229846,7.943240404129028,0.0001,0.05,
4,1,9,warmup,2.3628099181435327,0.8354793190956116,0.5692464451898228,0.3888376748019999,9.292509772560813,0.0001,0.05,
4,1,10,warmup,2.3249923207543115,0.7957803755998611,0.5743098042228005,0.3805923339995471,10.74718696420843,0.0001,0.05,
4,1,11,warmup,2.275557214563543,0.7486888522451575,0.5722849829630419,0.38229838149114087,12.266330935738303,0.0001,0.05,
4,1,12,warmup,2.251377300782637,0.7443970523097299,0.564035950736566,0.3789083320986141,13.677530115300959,0.0001,0.05,
4,1,13,warmup,2.157018791545521,0.6535613848404451,0.5650805180723016,0.3732963651418686,14.493990507992832,0.0001,0.05,
4,1,14,warmup,2.1748462698676367,0.6657908877188509,0.5691768689589067,0.370701635425741,16.31366729736328,0.0001,0.05,
4,1,15,warmup,2.12520476362922,0.6282413628968325,0.563117653131485,0.37072807956825604,16.764197696339,0.0001,0.05,
4,1,16,warmup,2.1309336694804104,0.6314775076779452,0.5668870427391746,0.3656820776787671,18.485734072598543,0.0001,0.05,
4,1,17,warmup,2.068579538301988,0.569306801665913,0.5668886276808652,0.3654954745010896,19.733927900140937,0.0001,0.05,
4,1,18,warmup,1.99912399595434,0.5132132308049635,0.5619890744035895,0.3619326190514998,20.730769244107332,0.0001,0.05,
4,1,19,warmup,1.9887904524803162,0.5002613257278096,0.5648522051897916,0.35882469605315814,22.179060155695137,0.0001,0.05,
4,1,20,warmup,1.9574926820668308,0.47570962662046606,0.5611548559232191,0.3594733327627182,23.06841737573797,0.0001,0.05,
4,1,21,warmup,1.9524979103695264,0.4740603972565044,0.5605049187486822,0.35742766748775134,24.36730263449929,0.0001,0.05,
4,1,22,warmup,1.8925325166095386,0.42238486219536175,0.5581803890791807,0.35378688167441974,25.144495357166637,0.0001,0.05,
4,1,23,warmup,1.9139211882244458,0.4466052150184458,0.5591746351935647,0.3489667217839848,26.79713283885609,0.0001,0.05,
4,1,24,warmup,1.899906499819322,0.4292281134562059,0.5608821538361636,0.3489140976559032,27.660694642500445,0.0001,0.05,
4,1,25,warmup,1.8463674512776462,0.38039440560069954,0.5592071386900815,0.34755876524881885,29.601543426513672,0.0001,0.05,
4,1,26,warmup,1.8213033947077664,0.3575423624027859,0.5612239729274403,0.3413130979646336,30.400633118369363,0.0001,0.05,
4,1,27,warmup,1.7996746084906838,0.35490301048213785,0.5515431016683578,0.3416853872212497,32.66106458143754,0.0001,0.05,
4,1,28,warmup,1.7557643001729792,0.30480787259611214,0.5567825978452509,0.33739123425700446,32.748413432728164,0.0001,0.05,
4,1,29,warmup,1.7637105259028347,0.3161750002340837,0.5543681599877097,0.3387992205944928,34.97149467468262,0.0001,0.05,
4,1,30,warmup,1.7503640868447043,0.3083117123354565,0.5532122687859968,0.33562782542272046,34.7146391435103,0.0001,0.05,
4,1,31,warmup,1.7565941918979993,0.3211242387240583,0.5522485429590399,0.3309728638692336,36.9074122688987,0.0001,0.05,
4,1,32,warmup,1.7214079607616772,0.2816525934772058,0.5556987036358226,0.3283579674634067,37.06672807173295,0.0001,0.05,
4,1,33,warmup,1.7322023023258557,0.29334645955400035,0.5555378523739901,0.32778011533347046,39.01807316866788,0.0001,0.05,
4,1,34,warmup,1.6993058215488086,0.264788454906507,0.5532414588061246,0.328034444288774,39.475133722478695,0.0001,0.05,
4,1,35,warmup,1.6891453266143799,0.25886340253055096,0.551293817433444,0.32769429006359796,40.70883785594594,0.0001,0.05,
4,1,36,warmup,1.6578885425220837,0.24087468670173126,0.5463676073334434,0.32427864047614013,43.47536485845392,0.0001,0.05,
4,1,37,warmup,1.6687069047581067,0.24136670272458682,0.5507380393418398,0.3258641077713533,44.540185234763406,0.0001,0.05,
4,1,38,warmup,1.633356045592915,0.22135025804693048,0.545027806000276,0.3219501579349691,45.28615587407892,0.0001,0.05,
4,1,39,warmup,1.6127596497535706,0.20772922377694736,0.5436292371966622,0.3177719603885304,45.99072387001731,0.0001,0.05,
4,1,40,warmup,1.6313167972998186,0.2270838933234865,0.5426972779360685,0.31883836876262317,48.41150561246005,0.0001,0.05,
4,1,41,warmup,1.616862866011533,0.20738646523518997,0.544093522158536,0.32128935239531775,49.2681752985174,0.0001,0.05,
4,1,42,warmup,1.5863295034928755,0.18366462703455577,0.542196585373445,0.3182716979221864,50.852201288396664,0.0001,0.05,
4,1,43,warmup,1.5990075252272866,0.1911642239852385,0.5456245379014448,0.3165942267938094,51.42832929437811,0.0001,0.05,
4,1,44,warmup,1.5768223350698298,0.17717737704515457,0.5422974797812375,0.3150499991395257,52.47541271556508,0.0001,0.05,
4,1,45,warmup,1.5702173493125222,0.17652808807112955,0.5393880876627836,0.31491308185187256,54.11039560491388,0.0001,0.05,
4,1,46,warmup,1.5678948272358288,0.16664740646427328,0.5436893538995222,0.31386871364983643,54.99403381347656,0.0001,0.05,
4,1,47,warmup,1.5716812935742466,0.17922432619062337,0.5403600904074582,0.3117367814887654,55.32905127785423,0.0001,0.05,
4,1,48,warmup,1.5561614307490261,0.16636178202249788,0.5388758101246574,0.31204804371703754,56.268776806918055,0.0001,0.05,
4,1,49,warmup,1.5552499348467046,0.15035787343301557,0.5452139729803259,0.3144641274755651,59.284683054143734,0.0001,0.05,
4,1,50,warmup,1.518771155314012,0.14951940388842064,0.5285760272632946,0.31209969926964154,59.370487213134766,0.0001,0.05,
4,1,51,warmup,1.529214160008864,0.14065594154156066,0.5391104085878893,0.310337403958494,60.43797458301891,0.0001,0.05,
4,1,52,warmup,1.5225040641697971,0.13017355659129945,0.5423465696248141,0.30763735148039734,62.34336003390226,0.0001,0.05,
4,1,53,warmup,1.522398759018291,0.13513534414497289,0.5386451211842623,0.3099731613289226,62.50631696527655,0.0001,0.05,
4,1,54,warmup,1.521526645530354,0.14103050834753297,0.535333124074069,0.30982988801869477,62.58942638744008,0.0001,0.05,
4,1,55,warmup,1.5279141501946882,0.13620141233232888,0.5425197211178866,0.30667329647324304,65.30214777859774,0.0001,0.05,
4,1,56,warmup,1.5202334089712664,0.15253575044599446,0.530601292848587,0.30649507316676056,63.784081892533735,0.0001,0.05,
4,1,57,warmup,1.4957344098524614,0.12261755518953908,0.5340819981965151,0.3049528632651676,65.68882682106711,0.0001,0.05,
4,1,58,warmup,1.5024176998571916,0.12339850650592284,0.5343346379019998,0.3103499141606418,66.60108548944646,0.0001,0.05,
4,1,59,warmup,1.5147129622372715,0.12847797640345313,0.5381586416201158,0.30991770598021423,66.8068526874889,0.0001,0.05,
4,1,60,warmup,1.4972647103396328,0.12230694564906033,0.5336839339949868,0.3075898817994378,69.21369171142578,0.0001,0.05,
4,1,61,dual,1.6689700484275818,0.2758425379341299,0.54171637784351,0.30969476564364,41.81349195133556,0.25581246748102604,51.22283020019532,0.5951079770824151
4,1,62,dual,2.38147911158475,0.861618079922416,0.5807005519216711,0.3584599400108511,5.976309331980619,0.3113838658735427,51.22283020019532,0.600385632437197
4,1,63,dual,2.333161397413774,0.7357223196463152,0.598601677201011,0.4002357233654369,2.7966227639805186,0.14851532611800478,51.22283020019532,0.6085720581754077
4,1,64,dual,2.2085576165806162,0.6376321004195646,0.591275849125602,0.3883738287470557,2.9279367490248247,0.0,51.22283020019532,0.6159321286910533
4,1,65,dual,1.9752335440028796,0.4614625586704774,0.5754792121323672,0.362812567840923,5.9379472732543945,0.0,51.22283020019532,0.713607315998237
4,1,66,dual,1.9491802345622669,0.4736250625415282,0.5616971714930101,0.3521608344533227,9.147406556389548,0.0,51.22283020019532,0.6810819744380785
4,1,67,dual,1.8253900625488975,0.3692697516896508,0.5585601790384813,0.3389999500729821,12.029829848896373,0.0,51.22283020019532,0.6770713970912297
4,1,68,dual,1.8209591562097722,0.39234457165002823,0.54764554717324,0.33332348411733453,13.961469216780229,0.0,51.22283020019532,0.6559938298810047
4,1,69,dual,1.8161760460246692,0.3855823623863133,0.5497409836812452,0.3311117115345868,16.05434617129239,0.0,51.22283020019532,0.6513111502864698
4,1,70,dual,1.7241137677972966,0.3094384304501794,0.5435434525663202,0.327588443051685,17.706859501925383,0.0,51.22283020019532,0.6688188629352139
4,1,71,dual,1.6622131304307417,0.2584556632421233,0.5413570322773673,0.32104339789260516,18.859098781238902,0.0,51.22283020019532,0.6945240193918026
4,1,72,dual,1.6565364815972068,0.24306178160689093,0.5469262518666007,0.319622205062346,19.77967006509954,0.0,51.22283020019532,0.7030189510797709
4,1,73,dual,1.6132268743081526,0.2128057014197111,0.5422256480563771,0.31596988981420343,21.056470784274016,0.0,51.22283020019532,0.6914499779638608
4,1,74,dual,1.5909706896001643,0.19087659296664325,0.5419325909831307,0.3162288990887729,22.00866586511785,0.0,51.22283020019532,0.6960114587924195
4,1,75,dual,1.5999295223842969,0.2000607926059853,0.5420705025846307,0.3157277229157361,23.595621022311125,0.0,51.22283020019532,0.6943477302776554
4,1,76,dual,1.5862102942033247,0.1973332969302481,0.5386159853501753,0.31164502284743567,23.936728304082695,0.0,51.22283020019532,0.7095196121639488
4,1,77,dual,1.56791691346602,0.1768549531698227,0.5392674803733826,0.3125270076773383,24.937065211209383,0.0,51.22283020019532,0.706170118995152
4,1,78,dual,1.5384063991633328,0.15977646596729755,0.5355380042032762,0.30755392800677905,25.541630918329414,0.0,51.22283020019532,0.6987108858527986
4,1,79,dual,1.5402296835725957,0.1537647262554277,0.5380377986214377,0.3103893588889729,26.782679557800293,0.0,51.22283020019532,0.70330542089026
4,1,80,dual,1.5366847081617876,0.1520285877314481,0.5382242690433156,0.3082075904716145,27.597781961614434,0.0,51.22283020019532,0.7055641251652711
4,1,81,dual,1.527692740613764,0.135017105801539,0.5415692139755596,0.30953720889308234,27.98925633863969,0.0,51.22283020019532,0.7079550462758925
4,1,82,dual,1.5089904882691123,0.13276847926053134,0.5345825187184594,0.3070569783449173,28.995845447887074,0.0,51.22283020019532,0.7038453063023359
4,1,83,dual,1.5055370655926792,0.12859324738383293,0.5365629087794911,0.3038180023431778,29.89694560657848,0.0,51.22283020019532,0.714764213309828
4,1,84,dual,1.5115178931843152,0.1372127834368836,0.5352314033291556,0.303842310201038,30.94031923467463,0.0,51.22283020019532,0.7204715733803438
4,1,85,dual,1.5128221132538535,0.13952784037048166,0.5351057621565732,0.30308276414871216,30.583004517988726,0.0,51.22283020019532,0.7192375495813134
4,1,86,dual,1.4885980649427935,0.11974266019057143,0.5306581692262129,0.3075390701944178,32.06844139099121,0.0,51.22283020019532,0.7159762009695902
4,1,87,dual,1.4830677996982227,0.11494347046722066,0.5306704206900164,0.3067834824323654,33.01523685455322,0.0,51.22283020019532,0.7158880564125165
4,1,88,dual,1.4725947867740283,0.10330776328390295,0.5336792875419963,0.3019284484061328,33.61830286546187,0.0,51.22283020019532,0.7117783164389598
4,1,89,dual,1.4829517548734492,0.11563192240216515,0.5324321768500588,0.3024554726752368,34.522039500149816,0.0,51.22283020019532,0.7090788893785809
4,1,90,dual,1.4631632132963701,0.1033940278840336,0.5283287871967662,0.3031116046688773,35.09897318753329,0.0,51.22283020019532,0.704903040987219
4,1,91,dual,1.459196150302887,0.08904492059214549,0.5339036665179513,0.30234391309998254,35.70248881253329,0.0,51.22283020019532,0.7130453944468929
4,1,92,dual,1.470725492997603,0.10015272628515959,0.5336216471411965,0.3033294840292497,36.705998507413,0.0,51.22283020019532,0.7130674305861614
4,1,93,dual,1.4644202969290994,0.10522184292362495,0.5291090932759371,0.3009802577170459,37.017264973033555,0.0,51.22283020019532,0.7044843543411196
4,1,94,dual,1.4717407334934582,0.11503577638756145,0.5284131331877275,0.2998786771839315,37.322565425526015,0.0,51.22283020019532,0.714202291758484
4,1,95,dual,1.4828396006063982,0.11918357522650198,0.5313348824327643,0.3009862561117519,38.50089489329945,0.0,51.22283020019532,0.708979726751873
4,1,96,dual,1.46511648459868,0.10281029682267796,0.5294673226096414,0.30337154458869586,38.678241382945664,0.0,51.22283020019532,0.7228404583516967
4,1,97,dual,1.4495853023095564,0.09150365496646952,0.5271629989147186,0.30375563962893054,39.91092369773171,0.0,51.22283020019532,0.716141472014103
4,1,98,dual,1.4440899382938037,0.08839335157112642,0.5274541323835199,0.3007883104411038,40.400198676369406,0.0,51.22283020019532,0.719105332745703
4,1,99,dual,1.4508585171266035,0.10184217329052361,0.5254710208285939,0.29807429963892157,41.15595401417125,0.0,51.22283020019532,0.7148413397972675
4,1,100,dual,1.4493297771974043,0.09166986133310605,0.5302273631095886,0.2972051907669414,41.73971991105513,0.0,51.22283020019532,0.7219590127809608
4,1,101,dual,1.4510389728979631,0.09510131620547989,0.5272558304396543,0.30142598395997827,42.19334099509499,0.0,51.22283020019532,0.7162075804319084
4,1,102,dual,1.4458145390857349,0.08829075800762935,0.5282065136866136,0.3011107566681775,43.11484735662287,0.0,51.22283020019532,0.7237439400617013
4,1,103,dual,1.435656038197604,0.08336507766084238,0.5276173542846333,0.2970562523061579,43.85824342207475,0.0,51.22283020019532,0.7269171441163508
4,1,104,dual,1.4445806470784275,0.08313474740663712,0.5285388353196058,0.3043682453307239,44.274948293512516,0.0,51.22283020019532,0.7270824151608638
4,1,105,dual,1.432541007345373,0.0828939268196171,0.5256829735907641,0.2982811358841983,44.520824605768375,0.0,51.22283020019532,0.7218157778757163
4,1,106,dual,1.4230670928955078,0.07650103928013281,0.5242022655226968,0.29816152968189935,45.6564603285356,0.0,51.22283020019532,0.7148633759365359
4,1,107,dual,1.4386688633398577,0.08482339487157085,0.5289052020419728,0.2960350648923354,46.08018632368608,0.0,51.22283020019532,0.7202401939180256
4,1,108,dual,1.422515706582503,0.0799857418645512,0.5233448811552741,0.29584020240740344,46.498117446899414,0.0,51.22283020019532,0.7187527545174085
4,1,109,dual,1.4273598139936274,0.07810205373574387,0.5244359821081161,0.3003857989202846,47.524865583939985,0.0,51.22283020019532,0.7178272366681357
4,1,110,dual,1.4205426140265032,0.0716973426328464,0.5276911583813754,0.2934629625894807,48.40448188781738,0.0,51.22283020019532,0.7231159100925518
4,1,111,dual,1.4449825178493152,0.09555678137324074,0.5267205468632958,0.29598465290936554,48.04069432345304,0.0,51.22283020019532,0.7187197003085061
4,1,112,dual,1.4384005990895359,0.10084941187365488,0.5214866223660383,0.29457794197581033,48.91199909556996,0.0,51.22283020019532,0.7139378580872631
4,1,113,dual,1.4267184355042197,0.07553874650462107,0.5269176716154272,0.2973443256183104,49.50933092290705,0.0,51.22283020019532,0.7158990744821508
4,1,114,dual,1.4213291785933755,0.07492630200629885,0.5241436592557214,0.2981155582449653,50.7806093042547,0.0,51.22283020019532,0.7114918466284706
4,1,115,dual,1.4183141047304326,0.07948244600133463,0.5233583816073157,0.29211491346359253,52.22155640342019,0.0,51.22283020019532,0.720152049360952
