model,threshold,outer_fold,n_pos_train,n_pos_test,n_train,n_test,auc
xgboost,0.6363636363636364,1,843,106,17352,1912,0.5121920641885539
xgboost,0.6363636363636364,2,857,92,17308,1956,0.5103680724015675
xgboost,0.6363636363636364,3,857,92,17404,1860,0.5570221817824119
xgboost,0.6363636363636364,4,860,89,17329,1935,0.5032441842063617
xgboost,0.6363636363636364,5,848,101,17317,1947,0.5168198835051436
xgboost,0.6363636363636364,6,869,80,17367,1897,0.5530269675288938
xgboost,0.6363636363636364,7,849,100,17320,1944,0.5360412147505422
xgboost,0.6363636363636364,8,861,88,17308,1956,0.5054749854000389
xgboost,0.6363636363636364,9,850,99,17308,1956,0.5796794003579141
xgboost,0.7272727272727273,0,583,66,17363,1901,0.5931054413343242
xgboost,0.7272727272727273,1,581,68,17352,1912,0.5377775296669643
xgboost,0.7272727272727273,2,587,62,17308,1956,0.4610484722553394
xgboost,0.7272727272727273,3,583,66,17404,1860,0.5505472788081485
xgboost,0.7272727272727273,4,587,62,17329,1935,0.5191602225169213
xgboost,0.7272727272727273,5,579,70,17317,1947,0.537365857371185
xgboost,0.7272727272727273,6,594,55,17367,1897,0.5658473990721549
xgboost,0.7272727272727273,7,580,69,17320,1944,0.49708985507246384
xgboost,0.7272727272727273,8,591,58,17308,1956,0.4707223574724756
xgboost,0.7272727272727273,9,576,73,17308,1956,0.584690707774682
xgboost,0.8181818181818182,0,395,45,17363,1901,0.622713122605364
xgboost,0.8181818181818182,1,400,40,17352,1912,0.5144764957264957
xgboost,0.8181818181818182,2,400,40,17308,1956,0.5658402922755741
xgboost,0.8181818181818182,3,391,49,17404,1860,0.488578866112983
xgboost,0.8181818181818182,4,395,45,17329,1935,0.5445620223398001
xgboost,0.8181818181818182,5,389,51,17317,1947,0.493526102424092
xgboost,0.8181818181818182,6,408,32,17367,1897,0.5801441018766756
xgboost,0.8181818181818182,7,390,50,17320,1944,0.5061351636747624
xgboost,0.8181818181818182,8,396,44,17308,1956,0.5042791936097375
xgboost,0.8181818181818182,9,396,44,17308,1956,0.4994888740966147
xgboost,0.9090909090909092,0,208,19,17363,1901,0.5158006599921696
xgboost,0.9090909090909092,1,205,22,17352,1912,0.5037037037037038
xgboost,0.9090909090909092,2,206,21,17308,1956,0.5213485911160329
xgboost,0.9090909090909092,3,204,23,17404,1860,0.5140943409623442
xgboost,0.9090909090909092,4,201,26,17329,1935,0.5416649877100375
xgboost,0.9090909090909092,5,200,27,17317,1947,0.41780478395061726
xgboost,0.9090909090909092,6,211,16,17367,1897,0.5947966507177033
xgboost,0.9090909090909092,7,201,26,17320,1944,0.5053741878559397
xgboost,0.9090909090909092,8,203,24,17308,1956,0.44608350586611456
xgboost,0.9090909090909092,9,204,23,17308,1956,0.4814323309116264
