cohort,head,n_folds,auc_real,auc_shuffled,auc_diff,auc_diff_sd,folds_real_higher,p_paired,ap_real,ap_shuffled,shuffled_auc_min,shuffled_auc_max,n_shuffles
CRC,y,10,0.8101698893865036,0.4850790882021685,0.3250908011843351,0.051946055305079786,10,9.963935955026475e-09,0.2755303097682327,0.04217858044786931,0.4513281085781212,0.5004186415894777,5
CRC,w_class,10,0.5745493762161717,0.5791470577390494,-0.00459768152287765,0.005244031845499947,1,0.02166431881394748,0.49573998898611826,0.4964563993816059,0.5760504037336917,0.5848694216969242,5
